Park,Date,Year,Month,Temp
Great Smoky Mountains National Park,2009-01-01,2009,1,39.3
Great Smoky Mountains National Park,2009-01-04,2009,1,57.32
Great Smoky Mountains National Park,2009-01-07,2009,1,43.46
Great Smoky Mountains National Park,2009-01-10,2009,1,38.71
Great Smoky Mountains National Park,2009-01-13,2009,1,38.0
Great Smoky Mountains National Park,2009-01-16,2009,1,16.99
Great Smoky Mountains National Park,2009-01-19,2009,1,26.72
Great Smoky Mountains National Park,2009-01-22,2009,1,41.47
Great Smoky Mountains National Park,2009-01-25,2009,1,42.84
Great Smoky Mountains National Park,2009-01-28,2009,1,46.53
Great Smoky Mountains National Park,2009-01-31,2009,1,37.03
Great Smoky Mountains National Park,2009-02-03,2009,2,24.95
Great Smoky Mountains National Park,2009-02-06,2009,2,48.65
Great Smoky Mountains National Park,2009-02-09,2009,2,60.13
Great Smoky Mountains National Park,2009-02-12,2009,2,50.36
Great Smoky Mountains National Park,2009-02-15,2009,2,46.89
Great Smoky Mountains National Park,2009-02-18,2009,2,48.07
Great Smoky Mountains National Park,2009-02-21,2009,2,44.62
Great Smoky Mountains National Park,2009-02-24,2009,2,45.69
Great Smoky Mountains National Park,2009-02-27,2009,2,44.43
Great Smoky Mountains National Park,2009-03-02,2009,3,26.28
Great Smoky Mountains National Park,2009-03-05,2009,3,54.49
Great Smoky Mountains National Park,2009-03-08,2009,3,64.4
Great Smoky Mountains National Park,2009-03-11,2009,3,60.16
Great Smoky Mountains National Park,2009-03-14,2009,3,42.42
Great Smoky Mountains National Park,2009-03-17,2009,3,61.08
Great Smoky Mountains National Park,2009-03-20,2009,3,49.67
Great Smoky Mountains National Park,2009-03-23,2009,3,58.12
Great Smoky Mountains National Park,2009-03-26,2009,3,47.87
Great Smoky Mountains National Park,2009-03-29,2009,3,38.93
Great Smoky Mountains National Park,2009-04-01,2009,4,61.49
Great Smoky Mountains National Park,2009-04-04,2009,4,64.54
Great Smoky Mountains National Park,2009-04-07,2009,4,28.42
Great Smoky Mountains National Park,2009-04-10,2009,4,54.68
Great Smoky Mountains National Park,2009-04-13,2009,4,43.11
Great Smoky Mountains National Park,2009-04-16,2009,4,61.08
Great Smoky Mountains National Park,2009-04-19,2009,4,49.33
Great Smoky Mountains National Park,2009-04-22,2009,4,54.69
Great Smoky Mountains National Park,2009-04-25,2009,4,77.91
Great Smoky Mountains National Park,2009-04-28,2009,4,71.36
Great Smoky Mountains National Park,2009-05-01,2009,5,65.35
Great Smoky Mountains National Park,2009-05-04,2009,5,59.55
Great Smoky Mountains National Park,2009-05-07,2009,5,67.99
Great Smoky Mountains National Park,2009-05-10,2009,5,69.1
Great Smoky Mountains National Park,2009-05-13,2009,5,63.83
Great Smoky Mountains National Park,2009-05-16,2009,5,69.88
Great Smoky Mountains National Park,2009-05-19,2009,5,63.92
Great Smoky Mountains National Park,2009-05-22,2009,5,68.2
Great Smoky Mountains National Park,2009-05-25,2009,5,67.8
Great Smoky Mountains National Park,2009-05-28,2009,5,68.21
Great Smoky Mountains National Park,2009-05-31,2009,5,72.95
Great Smoky Mountains National Park,2009-06-03,2009,6,74.19
Great Smoky Mountains National Park,2009-06-06,2009,6,71.97
Great Smoky Mountains National Park,2009-06-09,2009,6,77.03
Great Smoky Mountains National Park,2009-06-12,2009,6,70.52
Great Smoky Mountains National Park,2009-06-15,2009,6,73.24
Great Smoky Mountains National Park,2009-06-18,2009,6,74.72
Great Smoky Mountains National Park,2009-06-21,2009,6,72.5
Great Smoky Mountains National Park,2009-06-24,2009,6,76.97
Great Smoky Mountains National Park,2009-06-27,2009,6,80.28
Great Smoky Mountains National Park,2009-06-30,2009,6,73.72
Great Smoky Mountains National Park,2009-07-03,2009,7,69.38
Great Smoky Mountains National Park,2009-07-06,2009,7,73.67
Great Smoky Mountains National Park,2009-07-09,2009,7,69.11
Great Smoky Mountains National Park,2009-07-12,2009,7,74.41
Great Smoky Mountains National Park,2009-07-15,2009,7,74.27
Great Smoky Mountains National Park,2009-07-18,2009,7,65.0
Great Smoky Mountains National Park,2009-07-21,2009,7,70.71
Great Smoky Mountains National Park,2009-07-24,2009,7,72.8
Great Smoky Mountains National Park,2009-07-27,2009,7,72.8
Great Smoky Mountains National Park,2009-07-30,2009,7,66.97
Great Smoky Mountains National Park,2009-08-02,2009,8,71.36
Great Smoky Mountains National Park,2009-08-05,2009,8,72.85
Great Smoky Mountains National Park,2009-08-08,2009,8,77.71
Great Smoky Mountains National Park,2009-08-11,2009,8,74.84
Great Smoky Mountains National Park,2009-08-14,2009,8,74.25
Great Smoky Mountains National Park,2009-08-17,2009,8,74.57
Great Smoky Mountains National Park,2009-08-20,2009,8,72.72
Great Smoky Mountains National Park,2009-08-23,2009,8,65.82
Great Smoky Mountains National Park,2009-08-26,2009,8,75.26
Great Smoky Mountains National Park,2009-08-29,2009,8,70.81
Great Smoky Mountains National Park,2009-09-01,2009,9,63.91
Great Smoky Mountains National Park,2009-09-04,2009,9,70.37
Great Smoky Mountains National Park,2009-09-07,2009,9,70.26
Great Smoky Mountains National Park,2009-09-10,2009,9,66.17
Great Smoky Mountains National Park,2009-09-13,2009,9,72.37
Great Smoky Mountains National Park,2009-09-16,2009,9,61.8
Great Smoky Mountains National Park,2009-09-19,2009,9,67.21
Great Smoky Mountains National Park,2009-09-22,2009,9,69.61
Great Smoky Mountains National Park,2009-09-25,2009,9,72.0
Great Smoky Mountains National Park,2009-09-28,2009,9,67.06
Great Smoky Mountains National Park,2009-10-01,2009,10,62.97
Great Smoky Mountains National Park,2009-10-04,2009,10,54.28
Great Smoky Mountains National Park,2009-10-07,2009,10,63.73
Great Smoky Mountains National Park,2009-10-10,2009,10,56.12
Great Smoky Mountains National Park,2009-10-13,2009,10,64.0
Great Smoky Mountains National Park,2009-10-16,2009,10,47.11
Great Smoky Mountains National Park,2009-10-19,2009,10,52.73
Great Smoky Mountains National Park,2009-10-22,2009,10,64.23
Great Smoky Mountains National Park,2009-10-25,2009,10,58.05
Great Smoky Mountains National Park,2009-10-28,2009,10,63.73
Great Smoky Mountains National Park,2009-10-31,2009,10,54.93
Great Smoky Mountains National Park,2009-11-03,2009,11,56.49
Great Smoky Mountains National Park,2009-11-06,2009,11,56.54
Great Smoky Mountains National Park,2009-11-09,2009,11,53.52
Great Smoky Mountains National Park,2009-11-12,2009,11,52.68
Great Smoky Mountains National Park,2009-11-15,2009,11,64.71
Great Smoky Mountains National Park,2009-11-18,2009,11,45.59
Great Smoky Mountains National Park,2009-11-21,2009,11,53.0
Great Smoky Mountains National Park,2009-11-24,2009,11,48.2
Great Smoky Mountains National Park,2009-11-27,2009,11,42.92
Great Smoky Mountains National Park,2009-11-30,2009,11,43.36
Great Smoky Mountains National Park,2009-12-03,2009,12,35.56
Great Smoky Mountains National Park,2009-12-06,2009,12,31.05
Great Smoky Mountains National Park,2009-12-09,2009,12,51.25
Great Smoky Mountains National Park,2009-12-12,2009,12,30.61
Great Smoky Mountains National Park,2009-12-15,2009,12,46.57
Great Smoky Mountains National Park,2009-12-18,2009,12,26.55
Great Smoky Mountains National Park,2009-12-21,2009,12,35.19
Great Smoky Mountains National Park,2009-12-24,2009,12,46.16
Great Smoky Mountains National Park,2009-12-27,2009,12,39.37
Great Smoky Mountains National Park,2009-12-30,2009,12,35.68
Great Smoky Mountains National Park,2010-01-02,2010,1,14.67
Great Smoky Mountains National Park,2010-01-05,2010,1,20.29
Great Smoky Mountains National Park,2010-01-08,2010,1,10.18
Great Smoky Mountains National Park,2010-01-11,2010,1,28.55
Great Smoky Mountains National Park,2010-01-14,2010,1,45.73
Great Smoky Mountains National Park,2010-01-17,2010,1,41.82
Great Smoky Mountains National Park,2010-01-20,2010,1,44.85
Great Smoky Mountains National Park,2010-01-23,2010,1,43.28
Great Smoky Mountains National Park,2010-01-26,2010,1,24.61
Great Smoky Mountains National Park,2010-01-29,2010,1,30.52
Great Smoky Mountains National Park,2010-02-01,2010,2,36.4
Great Smoky Mountains National Park,2010-02-04,2010,2,32.94
Great Smoky Mountains National Park,2010-02-07,2010,2,29.29
Great Smoky Mountains National Park,2010-02-10,2010,2,17.68
Great Smoky Mountains National Park,2010-02-13,2010,2,23.48
Great Smoky Mountains National Park,2010-02-16,2010,2,17.75
Great Smoky Mountains National Park,2010-02-19,2010,2,41.58
Great Smoky Mountains National Park,2010-02-22,2010,2,45.29
Great Smoky Mountains National Park,2010-02-25,2010,2,20.27
Great Smoky Mountains National Park,2010-02-28,2010,2,30.03
Great Smoky Mountains National Park,2010-03-03,2010,3,30.35
Great Smoky Mountains National Park,2010-03-06,2010,3,45.41
Great Smoky Mountains National Park,2010-03-09,2010,3,58.66
Great Smoky Mountains National Park,2010-03-12,2010,3,51.37
Great Smoky Mountains National Park,2010-03-15,2010,3,36.92
Great Smoky Mountains National Park,2010-03-18,2010,3,52.54
Great Smoky Mountains National Park,2010-03-21,2010,3,46.86
Great Smoky Mountains National Park,2010-03-24,2010,3,64.3
Great Smoky Mountains National Park,2010-03-27,2010,3,54.49
Great Smoky Mountains National Park,2010-03-30,2010,3,53.18
Great Smoky Mountains National Park,2010-04-02,2010,4,77.2
Great Smoky Mountains National Park,2010-04-05,2010,4,74.65
Great Smoky Mountains National Park,2010-04-08,2010,4,54.61
Great Smoky Mountains National Park,2010-04-11,2010,4,65.67
Great Smoky Mountains National Park,2010-04-14,2010,4,72.41
Great Smoky Mountains National Park,2010-04-17,2010,4,61.37
Great Smoky Mountains National Park,2010-04-20,2010,4,45.03
Great Smoky Mountains National Park,2010-04-23,2010,4,70.91
Great Smoky Mountains National Park,2010-04-26,2010,4,46.62
Great Smoky Mountains National Park,2010-04-29,2010,4,64.43
Great Smoky Mountains National Park,2010-05-02,2010,5,73.59
Great Smoky Mountains National Park,2010-05-05,2010,5,74.62
Great Smoky Mountains National Park,2010-05-08,2010,5,60.75
Great Smoky Mountains National Park,2010-05-11,2010,5,52.89
Great Smoky Mountains National Park,2010-05-14,2010,5,73.84
Great Smoky Mountains National Park,2010-05-17,2010,5,66.22
Great Smoky Mountains National Park,2010-05-20,2010,5,69.68
Great Smoky Mountains National Park,2010-05-23,2010,5,75.82
Great Smoky Mountains National Park,2010-05-26,2010,5,67.08
Great Smoky Mountains National Park,2010-05-29,2010,5,70.33
Great Smoky Mountains National Park,2010-06-01,2010,6,69.89
Great Smoky Mountains National Park,2010-06-04,2010,6,71.2
Great Smoky Mountains National Park,2010-06-07,2010,6,68.78
Great Smoky Mountains National Park,2010-06-10,2010,6,72.37
Great Smoky Mountains National Park,2010-06-13,2010,6,77.67
Great Smoky Mountains National Park,2010-06-16,2010,6,75.19
Great Smoky Mountains National Park,2010-06-19,2010,6,76.03
Great Smoky Mountains National Park,2010-06-22,2010,6,78.85
Great Smoky Mountains National Park,2010-06-25,2010,6,77.28
Great Smoky Mountains National Park,2010-06-28,2010,6,80.33
Great Smoky Mountains National Park,2010-07-01,2010,7,76.99
Great Smoky Mountains National Park,2010-07-04,2010,7,76.82
Great Smoky Mountains National Park,2010-07-07,2010,7,83.41
Great Smoky Mountains National Park,2010-07-10,2010,7,77.41
Great Smoky Mountains National Park,2010-07-13,2010,7,75.19
Great Smoky Mountains National Park,2010-07-16,2010,7,79.38
Great Smoky Mountains National Park,2010-07-19,2010,7,77.61
Great Smoky Mountains National Park,2010-07-22,2010,7,79.31
Great Smoky Mountains National Park,2010-07-25,2010,7,84.0
Great Smoky Mountains National Park,2010-07-28,2010,7,75.9
Great Smoky Mountains National Park,2010-07-31,2010,7,70.77
Great Smoky Mountains National Park,2010-08-03,2010,8,79.7
Great Smoky Mountains National Park,2010-08-06,2010,8,74.49
Great Smoky Mountains National Park,2010-08-09,2010,8,80.25
Great Smoky Mountains National Park,2010-08-12,2010,8,79.95
Great Smoky Mountains National Park,2010-08-15,2010,8,78.73
Great Smoky Mountains National Park,2010-08-18,2010,8,74.92
Great Smoky Mountains National Park,2010-08-21,2010,8,65.6
Great Smoky Mountains National Park,2010-08-24,2010,8,72.78
Great Smoky Mountains National Park,2010-08-27,2010,8,75.16
Great Smoky Mountains National Park,2010-08-30,2010,8,74.1
Great Smoky Mountains National Park,2010-09-02,2010,9,78.78
Great Smoky Mountains National Park,2010-09-05,2010,9,70.18
Great Smoky Mountains National Park,2010-09-08,2010,9,65.96
Great Smoky Mountains National Park,2010-09-11,2010,9,66.3
Great Smoky Mountains National Park,2010-09-14,2010,9,74.32
Great Smoky Mountains National Park,2010-09-17,2010,9,73.25
Great Smoky Mountains National Park,2010-09-20,2010,9,76.18
Great Smoky Mountains National Park,2010-09-23,2010,9,75.36
Great Smoky Mountains National Park,2010-09-26,2010,9,56.51
Great Smoky Mountains National Park,2010-09-29,2010,9,64.25
Great Smoky Mountains National Park,2010-10-02,2010,10,62.42
Great Smoky Mountains National Park,2010-10-05,2010,10,48.64
Great Smoky Mountains National Park,2010-10-08,2010,10,67.99
Great Smoky Mountains National Park,2010-10-11,2010,10,71.19
Great Smoky Mountains National Park,2010-10-14,2010,10,53.98
Great Smoky Mountains National Park,2010-10-17,2010,10,65.36
Great Smoky Mountains National Park,2010-10-20,2010,10,58.53
Great Smoky Mountains National Park,2010-10-23,2010,10,64.4
Great Smoky Mountains National Park,2010-10-26,2010,10,67.61
Great Smoky Mountains National Park,2010-10-29,2010,10,55.36
Great Smoky Mountains National Park,2010-11-01,2010,11,60.11
Great Smoky Mountains National Park,2010-11-04,2010,11,41.08
Great Smoky Mountains National Park,2010-11-07,2010,11,43.57
Great Smoky Mountains National Park,2010-11-10,2010,11,62.75
Great Smoky Mountains National Park,2010-11-13,2010,11,59.45
Great Smoky Mountains National Park,2010-11-16,2010,11,50.92
Great Smoky Mountains National Park,2010-11-19,2010,11,50.91
Great Smoky Mountains National Park,2010-11-22,2010,11,56.89
Great Smoky Mountains National Park,2010-11-25,2010,11,59.82
Great Smoky Mountains National Park,2010-11-28,2010,11,41.35
Great Smoky Mountains National Park,2010-12-01,2010,12,28.3
Great Smoky Mountains National Park,2010-12-04,2010,12,31.08
Great Smoky Mountains National Park,2010-12-07,2010,12,17.82
Great Smoky Mountains National Park,2010-12-10,2010,12,39.1
Great Smoky Mountains National Park,2010-12-13,2010,12,10.33
Great Smoky Mountains National Park,2010-12-16,2010,12,37.33
Great Smoky Mountains National Park,2010-12-19,2010,12,31.23
Great Smoky Mountains National Park,2010-12-22,2010,12,40.03
Great Smoky Mountains National Park,2010-12-25,2010,12,24.2
Great Smoky Mountains National Park,2010-12-28,2010,12,29.69
Great Smoky Mountains National Park,2010-12-31,2010,12,42.79
Great Smoky Mountains National Park,2011-01-03,2011,1,36.18
Great Smoky Mountains National Park,2011-01-06,2011,1,29.68
Great Smoky Mountains National Park,2011-01-09,2011,1,22.11
Great Smoky Mountains National Park,2011-01-12,2011,1,15.26
Great Smoky Mountains National Park,2011-01-15,2011,1,35.89
Great Smoky Mountains National Park,2011-01-18,2011,1,34.26
Great Smoky Mountains National Park,2011-01-21,2011,1,24.14
Great Smoky Mountains National Park,2011-01-24,2011,1,39.09
Great Smoky Mountains National Park,2011-01-27,2011,1,34.76
Great Smoky Mountains National Park,2011-01-30,2011,1,57.21
Great Smoky Mountains National Park,2011-02-02,2011,2,36.65
Great Smoky Mountains National Park,2011-02-05,2011,2,38.95
Great Smoky Mountains National Park,2011-02-08,2011,2,25.86
Great Smoky Mountains National Park,2011-02-11,2011,2,33.82
Great Smoky Mountains National Park,2011-02-14,2011,2,53.35
Great Smoky Mountains National Park,2011-02-17,2011,2,59.16
Great Smoky Mountains National Park,2011-02-20,2011,2,49.07
Great Smoky Mountains National Park,2011-02-23,2011,2,53.45
Great Smoky Mountains National Park,2011-02-26,2011,2,54.76
Great Smoky Mountains National Park,2011-03-01,2011,3,52.48
Great Smoky Mountains National Park,2011-03-04,2011,3,44.16
Great Smoky Mountains National Park,2011-03-07,2011,3,45.14
Great Smoky Mountains National Park,2011-03-10,2011,3,38.69
Great Smoky Mountains National Park,2011-03-13,2011,3,56.69
Great Smoky Mountains National Park,2011-03-16,2011,3,47.3
Great Smoky Mountains National Park,2011-03-19,2011,3,64.76
Great Smoky Mountains National Park,2011-03-22,2011,3,71.01
Great Smoky Mountains National Park,2011-03-25,2011,3,50.72
Great Smoky Mountains National Park,2011-03-28,2011,3,41.2
Great Smoky Mountains National Park,2011-03-31,2011,3,43.45
Great Smoky Mountains National Park,2011-04-03,2011,4,67.78
Great Smoky Mountains National Park,2011-04-06,2011,4,60.81
Great Smoky Mountains National Park,2011-04-09,2011,4,74.31
Great Smoky Mountains National Park,2011-04-12,2011,4,43.31
Great Smoky Mountains National Park,2011-04-15,2011,4,56.8
Great Smoky Mountains National Park,2011-04-18,2011,4,68.06
Great Smoky Mountains National Park,2011-04-21,2011,4,64.48
Great Smoky Mountains National Park,2011-04-24,2011,4,75.45
Great Smoky Mountains National Park,2011-04-27,2011,4,66.91
Great Smoky Mountains National Park,2011-04-30,2011,4,70.28
Great Smoky Mountains National Park,2011-05-03,2011,5,66.14
Great Smoky Mountains National Park,2011-05-06,2011,5,55.54
Great Smoky Mountains National Park,2011-05-09,2011,5,73.89
Great Smoky Mountains National Park,2011-05-12,2011,5,77.06
Great Smoky Mountains National Park,2011-05-15,2011,5,55.05
Great Smoky Mountains National Park,2011-05-18,2011,5,49.09
Great Smoky Mountains National Park,2011-05-21,2011,5,76.28
Great Smoky Mountains National Park,2011-05-24,2011,5,74.21
Great Smoky Mountains National Park,2011-05-27,2011,5,64.94
Great Smoky Mountains National Park,2011-05-30,2011,5,79.87
Great Smoky Mountains National Park,2011-06-02,2011,6,80.08
Great Smoky Mountains National Park,2011-06-05,2011,6,78.99
Great Smoky Mountains National Park,2011-06-08,2011,6,77.06
Great Smoky Mountains National Park,2011-06-11,2011,6,77.82
Great Smoky Mountains National Park,2011-06-14,2011,6,70.27
Great Smoky Mountains National Park,2011-06-17,2011,6,66.62
Great Smoky Mountains National Park,2011-06-20,2011,6,77.11
Great Smoky Mountains National Park,2011-06-23,2011,6,66.4
Great Smoky Mountains National Park,2011-06-26,2011,6,72.05
Great Smoky Mountains National Park,2011-06-29,2011,6,74.69
Great Smoky Mountains National Park,2011-07-02,2011,7,79.52
Great Smoky Mountains National Park,2011-07-05,2011,7,74.12
Great Smoky Mountains National Park,2011-07-08,2011,7,71.82
Great Smoky Mountains National Park,2011-07-11,2011,7,82.2
Great Smoky Mountains National Park,2011-07-14,2011,7,74.77
Great Smoky Mountains National Park,2011-07-17,2011,7,71.8
Great Smoky Mountains National Park,2011-07-20,2011,7,80.39
Great Smoky Mountains National Park,2011-07-23,2011,7,81.06
Great Smoky Mountains National Park,2011-07-26,2011,7,78.72
Great Smoky Mountains National Park,2011-07-29,2011,7,78.39
Great Smoky Mountains National Park,2011-08-01,2011,8,80.35
Great Smoky Mountains National Park,2011-08-04,2011,8,79.08
Great Smoky Mountains National Park,2011-08-07,2011,8,79.92
Great Smoky Mountains National Park,2011-08-10,2011,8,78.02
Great Smoky Mountains National Park,2011-08-13,2011,8,75.04
Great Smoky Mountains National Park,2011-08-16,2011,8,73.75
Great Smoky Mountains National Park,2011-08-19,2011,8,77.06
Great Smoky Mountains National Park,2011-08-22,2011,8,75.01
Great Smoky Mountains National Park,2011-08-25,2011,8,80.29
Great Smoky Mountains National Park,2011-08-28,2011,8,75.66
Great Smoky Mountains National Park,2011-08-31,2011,8,77.38
Great Smoky Mountains National Park,2011-09-03,2011,9,80.45
Great Smoky Mountains National Park,2011-09-06,2011,9,61.65
Great Smoky Mountains National Park,2011-09-09,2011,9,63.43
Great Smoky Mountains National Park,2011-09-12,2011,9,68.88
Great Smoky Mountains National Park,2011-09-15,2011,9,62.76
Great Smoky Mountains National Park,2011-09-18,2011,9,67.17
Great Smoky Mountains National Park,2011-09-21,2011,9,64.74
Great Smoky Mountains National Park,2011-09-24,2011,9,66.65
Great Smoky Mountains National Park,2011-09-27,2011,9,65.1
Great Smoky Mountains National Park,2011-09-30,2011,9,58.6
Great Smoky Mountains National Park,2011-10-03,2011,10,57.29
Great Smoky Mountains National Park,2011-10-06,2011,10,68.14
Great Smoky Mountains National Park,2011-10-09,2011,10,59.75
Great Smoky Mountains National Park,2011-10-12,2011,10,60.9
Great Smoky Mountains National Park,2011-10-15,2011,10,59.36
Great Smoky Mountains National Park,2011-10-18,2011,10,69.37
Great Smoky Mountains National Park,2011-10-21,2011,10,47.96
Great Smoky Mountains National Park,2011-10-24,2011,10,60.19
Great Smoky Mountains National Park,2011-10-27,2011,10,55.39
Great Smoky Mountains National Park,2011-10-30,2011,10,48.13
Great Smoky Mountains National Park,2011-11-02,2011,11,56.59
Great Smoky Mountains National Park,2011-11-05,2011,11,52.57
Great Smoky Mountains National Park,2011-11-08,2011,11,59.42
Great Smoky Mountains National Park,2011-11-11,2011,11,40.76
Great Smoky Mountains National Park,2011-11-14,2011,11,52.81
Great Smoky Mountains National Park,2011-11-17,2011,11,35.83
Great Smoky Mountains National Park,2011-11-20,2011,11,57.54
Great Smoky Mountains National Park,2011-11-23,2011,11,44.26
Great Smoky Mountains National Park,2011-11-26,2011,11,52.82
Great Smoky Mountains National Park,2011-11-29,2011,11,28.87
Great Smoky Mountains National Park,2011-12-02,2011,12,49.15
Great Smoky Mountains National Park,2011-12-05,2011,12,54.77
Great Smoky Mountains National Park,2011-12-08,2011,12,38.3
Great Smoky Mountains National Park,2011-12-11,2011,12,39.86
Great Smoky Mountains National Park,2011-12-14,2011,12,57.99
Great Smoky Mountains National Park,2011-12-17,2011,12,36.75
Great Smoky Mountains National Park,2011-12-20,2011,12,44.57
Great Smoky Mountains National Park,2011-12-23,2011,12,41.33
Great Smoky Mountains National Park,2011-12-26,2011,12,41.92
Great Smoky Mountains National Park,2011-12-29,2011,12,42.65
Great Smoky Mountains National Park,2012-01-01,2012,1,47.07
Great Smoky Mountains National Park,2012-01-04,2012,1,37.19
Great Smoky Mountains National Park,2012-01-07,2012,1,44.96
Great Smoky Mountains National Park,2012-01-10,2012,1,45.35
Great Smoky Mountains National Park,2012-01-13,2012,1,20.55
Great Smoky Mountains National Park,2012-01-16,2012,1,38.58
Great Smoky Mountains National Park,2012-01-19,2012,1,34.81
Great Smoky Mountains National Park,2012-01-22,2012,1,43.82
Great Smoky Mountains National Park,2012-01-25,2012,1,56.08
Great Smoky Mountains National Park,2012-01-28,2012,1,40.6
Great Smoky Mountains National Park,2012-01-31,2012,1,52.32
Great Smoky Mountains National Park,2012-02-03,2012,2,51.39
Great Smoky Mountains National Park,2012-02-06,2012,2,45.25
Great Smoky Mountains National Park,2012-02-09,2012,2,41.37
Great Smoky Mountains National Park,2012-02-12,2012,2,28.37
Great Smoky Mountains National Park,2012-02-15,2012,2,55.8
Great Smoky Mountains National Park,2012-02-18,2012,2,52.13
Great Smoky Mountains National Park,2012-02-21,2012,2,47.5
Great Smoky Mountains National Park,2012-02-24,2012,2,56.29
Great Smoky Mountains National Park,2012-02-27,2012,2,54.05
Great Smoky Mountains National Park,2012-03-01,2012,3,61.65
Great Smoky Mountains National Park,2012-03-04,2012,3,31.24
Great Smoky Mountains National Park,2012-03-07,2012,3,49.94
Great Smoky Mountains National Park,2012-03-10,2012,3,56.48
Great Smoky Mountains National Park,2012-03-13,2012,3,64.4
Great Smoky Mountains National Park,2012-03-16,2012,3,64.84
Great Smoky Mountains National Park,2012-03-19,2012,3,70.98
Great Smoky Mountains National Park,2012-03-22,2012,3,65.72
Great Smoky Mountains National Park,2012-03-25,2012,3,51.87
Great Smoky Mountains National Park,2012-03-28,2012,3,65.69
Great Smoky Mountains National Park,2012-03-31,2012,3,63.72
Great Smoky Mountains National Park,2012-04-03,2012,4,68.98
Great Smoky Mountains National Park,2012-04-06,2012,4,56.3
Great Smoky Mountains National Park,2012-04-09,2012,4,61.24
Great Smoky Mountains National Park,2012-04-12,2012,4,55.12
Great Smoky Mountains National Park,2012-04-15,2012,4,69.61
Great Smoky Mountains National Park,2012-04-18,2012,4,51.54
Great Smoky Mountains National Park,2012-04-21,2012,4,56.73
Great Smoky Mountains National Park,2012-04-24,2012,4,45.96
Great Smoky Mountains National Park,2012-04-27,2012,4,66.63
Great Smoky Mountains National Park,2012-04-30,2012,4,76.01
Great Smoky Mountains National Park,2012-05-03,2012,5,74.55
Great Smoky Mountains National Park,2012-05-06,2012,5,71.02
Great Smoky Mountains National Park,2012-05-09,2012,5,52.24
Great Smoky Mountains National Park,2012-05-12,2012,5,58.95
Great Smoky Mountains National Park,2012-05-15,2012,5,63.8
Great Smoky Mountains National Park,2012-05-18,2012,5,65.5
Great Smoky Mountains National Park,2012-05-21,2012,5,69.45
Great Smoky Mountains National Park,2012-05-24,2012,5,71.73
Great Smoky Mountains National Park,2012-05-27,2012,5,77.76
Great Smoky Mountains National Park,2012-05-30,2012,5,74.55
Great Smoky Mountains National Park,2012-06-02,2012,6,59.27
Great Smoky Mountains National Park,2012-06-05,2012,6,64.31
Great Smoky Mountains National Park,2012-06-08,2012,6,70.68
Great Smoky Mountains National Park,2012-06-11,2012,6,64.78
Great Smoky Mountains National Park,2012-06-14,2012,6,72.12
Great Smoky Mountains National Park,2012-06-17,2012,6,70.37
Great Smoky Mountains National Park,2012-06-20,2012,6,74.84
Great Smoky Mountains National Park,2012-06-23,2012,6,77.47
Great Smoky Mountains National Park,2012-06-26,2012,6,76.09
Great Smoky Mountains National Park,2012-06-29,2012,6,86.71
Great Smoky Mountains National Park,2012-07-02,2012,7,78.73
Great Smoky Mountains National Park,2012-07-05,2012,7,82.67
Great Smoky Mountains National Park,2012-07-08,2012,7,79.47
Great Smoky Mountains National Park,2012-07-11,2012,7,63.64
Great Smoky Mountains National Park,2012-07-14,2012,7,73.19
Great Smoky Mountains National Park,2012-07-17,2012,7,70.72
Great Smoky Mountains National Park,2012-07-20,2012,7,73.42
Great Smoky Mountains National Park,2012-07-23,2012,7,76.66
Great Smoky Mountains National Park,2012-07-26,2012,7,80.67
Great Smoky Mountains National Park,2012-07-29,2012,7,76.02
Great Smoky Mountains National Park,2012-08-01,2012,8,77.33
Great Smoky Mountains National Park,2012-08-04,2012,8,72.14
Great Smoky Mountains National Park,2012-08-07,2012,8,70.39
Great Smoky Mountains National Park,2012-08-10,2012,8,69.9
Great Smoky Mountains National Park,2012-08-13,2012,8,70.54
Great Smoky Mountains National Park,2012-08-16,2012,8,73.73
Great Smoky Mountains National Park,2012-08-19,2012,8,66.47
Great Smoky Mountains National Park,2012-08-22,2012,8,71.74
Great Smoky Mountains National Park,2012-08-25,2012,8,73.19
Great Smoky Mountains National Park,2012-08-28,2012,8,72.73
Great Smoky Mountains National Park,2012-08-31,2012,8,76.52
Great Smoky Mountains National Park,2012-09-03,2012,9,67.9
Great Smoky Mountains National Park,2012-09-06,2012,9,75.09
Great Smoky Mountains National Park,2012-09-09,2012,9,65.03
Great Smoky Mountains National Park,2012-09-12,2012,9,67.78
Great Smoky Mountains National Park,2012-09-15,2012,9,70.15
Great Smoky Mountains National Park,2012-09-18,2012,9,57.77
Great Smoky Mountains National Park,2012-09-21,2012,9,67.94
Great Smoky Mountains National Park,2012-09-24,2012,9,61.61
Great Smoky Mountains National Park,2012-09-27,2012,9,68.2
Great Smoky Mountains National Park,2012-09-30,2012,9,60.95
Great Smoky Mountains National Park,2012-10-03,2012,10,64.94
Great Smoky Mountains National Park,2012-10-06,2012,10,57.53
Great Smoky Mountains National Park,2012-10-09,2012,10,50.52
Great Smoky Mountains National Park,2012-10-12,2012,10,59.37
Great Smoky Mountains National Park,2012-10-15,2012,10,56.87
Great Smoky Mountains National Park,2012-10-18,2012,10,56.61
Great Smoky Mountains National Park,2012-10-21,2012,10,60.81
Great Smoky Mountains National Park,2012-10-24,2012,10,69.37
Great Smoky Mountains National Park,2012-10-27,2012,10,54.88
