Park,Date,Year,Month,Temp
Acadia National Park,2014-05-17,2014,5,51.51
Acadia National Park,2014-05-20,2014,5,55.66
Acadia National Park,2014-05-23,2014,5,54.59
Acadia National Park,2014-05-26,2014,5,65.88
Acadia National Park,2014-05-29,2014,5,55.57
Acadia National Park,2014-06-01,2014,6,63.42
Acadia National Park,2014-06-04,2014,6,49.94
Acadia National Park,2014-06-07,2014,6,73.51
Acadia National Park,2014-06-10,2014,6,62.92
Acadia National Park,2014-06-13,2014,6,53.46
Acadia National Park,2014-06-16,2014,6,69.42
Acadia National Park,2014-06-19,2014,6,72.33
Acadia National Park,2014-06-22,2014,6,64.55
Acadia National Park,2014-06-25,2014,6,61.77
Acadia National Park,2014-06-28,2014,6,72.13
Acadia National Park,2014-07-01,2014,7,72.48
Acadia National Park,2014-07-04,2014,7,69.8
Acadia National Park,2014-07-07,2014,7,67.82
Acadia National Park,2014-07-10,2014,7,73.0
Acadia National Park,2014-07-13,2014,7,68.76
Acadia National Park,2014-07-16,2014,7,61.68
Acadia National Park,2014-07-19,2014,7,73.92
Acadia National Park,2014-07-22,2014,7,69.13
Acadia National Park,2014-07-25,2014,7,71.57
Acadia National Park,2014-07-28,2014,7,61.64
Acadia National Park,2014-07-31,2014,7,66.1
Acadia National Park,2014-08-03,2014,8,66.81
Acadia National Park,2014-08-06,2014,8,67.16
Acadia National Park,2014-08-09,2014,8,73.06
Acadia National Park,2014-08-12,2014,8,67.02
Acadia National Park,2014-08-15,2014,8,62.18
Acadia National Park,2014-08-18,2014,8,66.76
Acadia National Park,2014-08-21,2014,8,67.79
Acadia National Park,2014-08-24,2014,8,72.77
Acadia National Park,2014-08-27,2014,8,73.92
Acadia National Park,2014-08-30,2014,8,64.11
Acadia National Park,2014-09-02,2014,9,62.05
Acadia National Park,2014-09-05,2014,9,74.0
Acadia National Park,2014-09-08,2014,9,61.6
Acadia National Park,2014-09-11,2014,9,61.2
Acadia National Park,2014-09-14,2014,9,56.59
Acadia National Park,2014-09-17,2014,9,61.75
Acadia National Park,2014-09-20,2014,9,56.12
Acadia National Park,2014-09-23,2014,9,58.17
Acadia National Park,2014-09-26,2014,9,67.05
Acadia National Park,2014-09-29,2014,9,61.3
Acadia National Park,2014-10-02,2014,10,59.22
Acadia National Park,2014-10-05,2014,10,58.45
Acadia National Park,2014-10-08,2014,10,59.75
Acadia National Park,2014-10-11,2014,10,47.81
Acadia National Park,2014-10-14,2014,10,60.29
Acadia National Park,2014-10-17,2014,10,57.62
Acadia National Park,2014-10-20,2014,10,46.29
Acadia National Park,2014-10-23,2014,10,48.63
Acadia National Park,2014-10-26,2014,10,53.1
Acadia National Park,2014-10-29,2014,10,52.95
Acadia National Park,2014-11-01,2014,11,40.84
Acadia National Park,2014-11-04,2014,11,40.5
Acadia National Park,2014-11-07,2014,11,39.99
Acadia National Park,2014-11-10,2014,11,48.47
Acadia National Park,2014-11-13,2014,11,41.32
Acadia National Park,2014-11-16,2014,11,36.59
Acadia National Park,2014-11-19,2014,11,31.28
Acadia National Park,2014-11-22,2014,11,35.33
Acadia National Park,2014-11-25,2014,11,53.43
Acadia National Park,2014-11-28,2014,11,23.02
Acadia National Park,2014-12-01,2014,12,51.45
Acadia National Park,2014-12-04,2014,12,35.52
Acadia National Park,2014-12-07,2014,12,27.7
Acadia National Park,2014-12-10,2014,12,39.75
Acadia National Park,2014-12-13,2014,12,33.17
Acadia National Park,2014-12-16,2014,12,35.02
Acadia National Park,2014-12-19,2014,12,28.14
Acadia National Park,2014-12-22,2014,12,34.03
Acadia National Park,2014-12-25,2014,12,50.82
Acadia National Park,2014-12-28,2014,12,40.82
Acadia National Park,2014-12-31,2014,12,19.66
Acadia National Park,2015-01-03,2015,1,15.58
Acadia National Park,2015-01-06,2015,1,8.39
Acadia National Park,2015-01-09,2015,1,27.6
Acadia National Park,2015-01-12,2015,1,26.36
Acadia National Park,2015-01-15,2015,1,23.97
Acadia National Park,2015-01-18,2015,1,41.86
Acadia National Park,2015-01-21,2015,1,21.23
Acadia National Park,2015-01-24,2015,1,29.81
Acadia National Park,2015-01-27,2015,1,12.11
Acadia National Park,2015-01-30,2015,1,32.76
Acadia National Park,2015-02-02,2015,2,3.62
Acadia National Park,2015-02-05,2015,2,29.25
Acadia National Park,2015-02-08,2015,2,7.71
Acadia National Park,2015-02-11,2015,2,15.6
Acadia National Park,2015-02-14,2015,2,13.34
Acadia National Park,2015-02-17,2015,2,17.51
Acadia National Park,2015-02-20,2015,2,12.71
Acadia National Park,2015-02-23,2015,2,21.59
Acadia National Park,2015-02-26,2015,2,12.29
Acadia National Park,2015-03-01,2015,3,26.83
Acadia National Park,2015-03-04,2015,3,37.16
Acadia National Park,2015-03-07,2015,3,28.46
Acadia National Park,2015-03-10,2015,3,38.5
Acadia National Park,2015-03-13,2015,3,28.5
Acadia National Park,2015-03-16,2015,3,34.42
Acadia National Park,2015-03-19,2015,3,26.32
Acadia National Park,2015-03-22,2015,3,15.39
Acadia National Park,2015-03-25,2015,3,36.85
Acadia National Park,2015-03-28,2015,3,31.91
Acadia National Park,2015-03-31,2015,3,39.42
Acadia National Park,2015-04-03,2015,4,50.85
Acadia National Park,2015-04-06,2015,4,30.8
Acadia National Park,2015-04-09,2015,4,33.13
Acadia National Park,2015-04-12,2015,4,54.89
Acadia National Park,2015-04-15,2015,4,51.7
Acadia National Park,2015-04-18,2015,4,46.09
Acadia National Park,2015-04-21,2015,4,42.55
Acadia National Park,2015-04-24,2015,4,44.79
Acadia National Park,2015-04-27,2015,4,44.71
Acadia National Park,2015-04-30,2015,4,46.89
Acadia National Park,2015-05-03,2015,5,50.19
Acadia National Park,2015-05-06,2015,5,61.65
Acadia National Park,2015-05-09,2015,5,45.35
Acadia National Park,2015-05-12,2015,5,53.54
Acadia National Park,2015-05-15,2015,5,63.91
Acadia National Park,2015-05-18,2015,5,54.0
Acadia National Park,2015-05-21,2015,5,59.2
Acadia National Park,2015-05-24,2015,5,68.33
Acadia National Park,2015-05-27,2015,5,65.3
Acadia National Park,2015-05-30,2015,5,64.18
Acadia National Park,2015-06-02,2015,6,42.97
Acadia National Park,2015-06-05,2015,6,49.39
Acadia National Park,2015-06-08,2015,6,51.99
Acadia National Park,2015-06-11,2015,6,70.02
Acadia National Park,2015-06-14,2015,6,68.27
Acadia National Park,2015-06-17,2015,6,67.86
Acadia National Park,2015-06-20,2015,6,63.48
Acadia National Park,2015-06-23,2015,6,52.78
Acadia National Park,2015-06-26,2015,6,62.21
Acadia National Park,2015-06-29,2015,6,59.57
Acadia National Park,2015-07-02,2015,7,68.46
Acadia National Park,2015-07-05,2015,7,73.95
Acadia National Park,2015-07-08,2015,7,74.93
Acadia National Park,2015-07-11,2015,7,77.13
Acadia National Park,2015-07-14,2015,7,66.25
Acadia National Park,2015-07-17,2015,7,67.64
Acadia National Park,2015-07-20,2015,7,68.67
Acadia National Park,2015-07-23,2015,7,69.2
Acadia National Park,2015-07-26,2015,7,56.59
Acadia National Park,2015-07-29,2015,7,75.09
Acadia National Park,2015-08-01,2015,8,73.61
Acadia National Park,2015-08-04,2015,8,71.4
Acadia National Park,2015-08-07,2015,8,68.23
Acadia National Park,2015-08-10,2015,8,69.52
Acadia National Park,2015-08-13,2015,8,71.66
Acadia National Park,2015-08-16,2015,8,78.03
Acadia National Park,2015-08-19,2015,8,70.52
Acadia National Park,2015-08-22,2015,8,66.63
Acadia National Park,2015-08-25,2015,8,66.61
Acadia National Park,2015-08-28,2015,8,70.08
Acadia National Park,2015-08-31,2015,8,75.81
Acadia National Park,2015-09-03,2015,9,77.95
Acadia National Park,2015-09-06,2015,9,74.07
Acadia National Park,2015-09-09,2015,9,71.39
Acadia National Park,2015-09-12,2015,9,63.52
Acadia National Park,2015-09-15,2015,9,75.07
Acadia National Park,2015-09-18,2015,9,77.3
Acadia National Park,2015-09-21,2015,9,62.9
Acadia National Park,2015-09-24,2015,9,65.35
Acadia National Park,2015-09-27,2015,9,59.41
Acadia National Park,2015-09-30,2015,9,62.14
Acadia National Park,2015-10-03,2015,10,49.83
Acadia National Park,2015-10-06,2015,10,59.79
Acadia National Park,2015-10-09,2015,10,52.32
Acadia National Park,2015-10-12,2015,10,60.9
Acadia National Park,2015-10-15,2015,10,51.19
Acadia National Park,2015-10-18,2015,10,37.71
Acadia National Park,2015-10-21,2015,10,50.62
Acadia National Park,2015-10-24,2015,10,42.81
Acadia National Park,2015-10-27,2015,10,44.85
Acadia National Park,2015-10-30,2015,10,49.0
Acadia National Park,2015-11-02,2015,11,53.07
Acadia National Park,2015-11-05,2015,11,53.86
Acadia National Park,2015-11-08,2015,11,43.14
Acadia National Park,2015-11-11,2015,11,43.36
Acadia National Park,2015-11-14,2015,11,40.63
Acadia National Park,2015-11-17,2015,11,39.72
Acadia National Park,2015-11-20,2015,11,48.58
Acadia National Park,2015-11-23,2015,11,33.84
Acadia National Park,2015-11-26,2015,11,45.91
Acadia National Park,2015-11-29,2015,11,31.35
Acadia National Park,2015-12-02,2015,12,43.41
Acadia National Park,2015-12-05,2015,12,43.14
Acadia National Park,2015-12-08,2015,12,33.08
Acadia National Park,2015-12-11,2015,12,48.04
Acadia National Park,2015-12-14,2015,12,40.46
Acadia National Park,2015-12-17,2015,12,44.0
Acadia National Park,2015-12-20,2015,12,27.21
Acadia National Park,2015-12-23,2015,12,38.76
Acadia National Park,2015-12-26,2015,12,42.98
Acadia National Park,2015-12-29,2015,12,17.68
Acadia National Park,2016-01-01,2016,1,34.94
Acadia National Park,2016-01-04,2016,1,17.03
Acadia National Park,2016-01-07,2016,1,35.41
Acadia National Park,2016-01-10,2016,1,45.32
Acadia National Park,2016-01-13,2016,1,24.35
Acadia National Park,2016-01-16,2016,1,25.64
Acadia National Park,2016-01-19,2016,1,11.8
Acadia National Park,2016-01-22,2016,1,24.05
Acadia National Park,2016-01-25,2016,1,28.62
Acadia National Park,2016-01-28,2016,1,33.43
Acadia National Park,2016-01-31,2016,1,38.54
Acadia National Park,2016-02-03,2016,2,40.78
Acadia National Park,2016-02-06,2016,2,30.99
Acadia National Park,2016-02-09,2016,2,21.35
Acadia National Park,2016-02-12,2016,2,12.18
Acadia National Park,2016-02-15,2016,2,17.47
Acadia National Park,2016-02-18,2016,2,30.04
Acadia National Park,2016-02-21,2016,2,41.61
Acadia National Park,2016-02-24,2016,2,34.4
Acadia National Park,2016-02-27,2016,2,26.4
Acadia National Park,2016-03-01,2016,3,26.21
Acadia National Park,2016-03-04,2016,3,21.66
Acadia National Park,2016-03-07,2016,3,37.3
Acadia National Park,2016-03-10,2016,3,52.05
Acadia National Park,2016-03-13,2016,3,48.73
Acadia National Park,2016-03-16,2016,3,43.61
Acadia National Park,2016-03-19,2016,3,31.75
Acadia National Park,2016-03-22,2016,3,35.09
Acadia National Park,2016-03-25,2016,3,34.8
Acadia National Park,2016-03-28,2016,3,38.4
Acadia National Park,2016-03-31,2016,3,50.14
Acadia National Park,2016-04-03,2016,4,31.18
Acadia National Park,2016-04-06,2016,4,33.01
Acadia National Park,2016-04-09,2016,4,41.12
Acadia National Park,2016-04-12,2016,4,46.63
Acadia National Park,2016-04-15,2016,4,49.7
Acadia National Park,2016-04-18,2016,4,53.7
Acadia National Park,2016-04-21,2016,4,60.94
Acadia National Park,2016-04-24,2016,4,47.25
Acadia National Park,2016-04-27,2016,4,46.41
Acadia National Park,2016-04-30,2016,4,49.46
Acadia National Park,2016-05-03,2016,5,47.14
Acadia National Park,2016-05-06,2016,5,55.75
Acadia National Park,2016-05-09,2016,5,46.81
Acadia National Park,2016-05-12,2016,5,63.43
Acadia National Park,2016-05-15,2016,5,53.69
Acadia National Park,2016-05-18,2016,5,55.85
Acadia National Park,2016-05-21,2016,5,69.26
Acadia National Park,2016-05-24,2016,5,53.17
Acadia National Park,2016-05-27,2016,5,50.05
Acadia National Park,2016-05-30,2016,5,57.12
Acadia National Park,2016-06-02,2016,6,54.6
Acadia National Park,2016-06-05,2016,6,54.84
Acadia National Park,2016-06-08,2016,6,64.07
Acadia National Park,2016-06-11,2016,6,60.79
Acadia National Park,2016-06-14,2016,6,60.49
Acadia National Park,2016-06-17,2016,6,71.08
Acadia National Park,2016-06-20,2016,6,61.89
Acadia National Park,2016-06-23,2016,6,67.06
Acadia National Park,2016-06-26,2016,6,69.84
Acadia National Park,2016-06-29,2016,6,59.83
Acadia National Park,2016-07-02,2016,7,71.34
Acadia National Park,2016-07-05,2016,7,68.31
Acadia National Park,2016-07-08,2016,7,58.15
Acadia National Park,2016-07-11,2016,7,69.41
Acadia National Park,2016-07-14,2016,7,69.64
Acadia National Park,2016-07-17,2016,7,68.48
Acadia National Park,2016-07-20,2016,7,73.33
Acadia National Park,2016-07-23,2016,7,77.54
Acadia National Park,2016-07-26,2016,7,74.29
Acadia National Park,2016-07-29,2016,7,72.09
Acadia National Park,2016-08-01,2016,8,71.18
Acadia National Park,2016-08-04,2016,8,73.47
Acadia National Park,2016-08-07,2016,8,75.85
Acadia National Park,2016-08-10,2016,8,69.94
Acadia National Park,2016-08-13,2016,8,60.3
Acadia National Park,2016-08-16,2016,8,71.38
Acadia National Park,2016-08-19,2016,8,74.43
Acadia National Park,2016-08-22,2016,8,68.28
Acadia National Park,2016-08-25,2016,8,71.05
Acadia National Park,2016-08-28,2016,8,68.61
Acadia National Park,2016-08-31,2016,8,70.7
Acadia National Park,2016-09-03,2016,9,67.15
Acadia National Park,2016-09-06,2016,9,67.02
Acadia National Park,2016-09-09,2016,9,78.69
Acadia National Park,2016-09-12,2016,9,67.14
Acadia National Park,2016-09-15,2016,9,61.33
Acadia National Park,2016-09-18,2016,9,65.0
Acadia National Park,2016-09-21,2016,9,73.27
Acadia National Park,2016-09-24,2016,9,56.09
Acadia National Park,2016-09-27,2016,9,57.02
Acadia National Park,2016-09-30,2016,9,55.4
Acadia National Park,2016-10-03,2016,10,61.32
Acadia National Park,2016-10-06,2016,10,63.4
Acadia National Park,2016-10-09,2016,10,53.42
Acadia National Park,2016-10-12,2016,10,57.56
Acadia National Park,2016-10-15,2016,10,47.51
Acadia National Park,2016-10-18,2016,10,53.44
Acadia National Park,2016-10-21,2016,10,57.16
Acadia National Park,2016-10-24,2016,10,48.85
Acadia National Park,2016-10-27,2016,10,43.66
Acadia National Park,2016-10-30,2016,10,45.33
Acadia National Park,2016-11-02,2016,11,52.27
Acadia National Park,2016-11-05,2016,11,43.11
Acadia National Park,2016-11-08,2016,11,52.57
Acadia National Park,2016-11-11,2016,11,48.66
Acadia National Park,2016-11-14,2016,11,54.47
Acadia National Park,2016-11-17,2016,11,50.36
Acadia National Park,2016-11-20,2016,11,46.83
Acadia National Park,2016-11-23,2016,11,35.38
Acadia National Park,2016-11-26,2016,11,43.24
Acadia National Park,2016-11-29,2016,11,40.51
Acadia National Park,2016-12-02,2016,12,42.55
Acadia National Park,2016-12-05,2016,12,27.94
Acadia National Park,2016-12-08,2016,12,36.91
Acadia National Park,2016-12-11,2016,12,23.31
Acadia National Park,2016-12-14,2016,12,33.54
Acadia National Park,2016-12-17,2016,12,31.88
Acadia National Park,2016-12-20,2016,12,30.73
Acadia National Park,2016-12-23,2016,12,35.83
Acadia National Park,2016-12-26,2016,12,29.99
Acadia National Park,2016-12-29,2016,12,35.17
Acadia National Park,2017-01-01,2017,1,35.96
Acadia National Park,2017-01-04,2017,1,38.29
Acadia National Park,2017-01-07,2017,1,15.1
Acadia National Park,2017-01-10,2017,1,34.15
Acadia National Park,2017-01-13,2017,1,37.56
Acadia National Park,2017-01-16,2017,1,32.13
Acadia National Park,2017-01-19,2017,1,33.31
Acadia National Park,2017-01-22,2017,1,34.13
Acadia National Park,2017-01-25,2017,1,34.37
Acadia National Park,2017-01-28,2017,1,32.76
Acadia National Park,2017-01-31,2017,1,20.76
Acadia National Park,2017-02-03,2017,2,24.88
Acadia National Park,2017-02-06,2017,2,21.31
Acadia National Park,2017-02-09,2017,2,18.87
Acadia National Park,2017-02-12,2017,2,22.99
Acadia National Park,2017-02-15,2017,2,31.26
Acadia National Park,2017-02-18,2017,2,35.7
Acadia National Park,2017-02-21,2017,2,31.82
Acadia National Park,2017-02-24,2017,2,46.87
Acadia National Park,2017-02-27,2017,2,40.12
Acadia National Park,2017-03-02,2017,3,42.56
Acadia National Park,2017-03-05,2017,3,25.16
Acadia National Park,2017-03-08,2017,3,42.1
Acadia National Park,2017-03-11,2017,3,4.24
Acadia National Park,2017-03-14,2017,3,26.83
Acadia National Park,2017-03-17,2017,3,27.84
Acadia National Park,2017-03-20,2017,3,42.95
Acadia National Park,2017-03-23,2017,3,26.22
Acadia National Park,2017-03-26,2017,3,32.36
Acadia National Park,2017-03-29,2017,3,36.17
Acadia National Park,2017-04-01,2017,4,32.6
Acadia National Park,2017-04-04,2017,4,36.85
Acadia National Park,2017-04-07,2017,4,45.09
Acadia National Park,2017-04-10,2017,4,54.27
Acadia National Park,2017-04-13,2017,4,47.99
Acadia National Park,2017-04-16,2017,4,69.17
Acadia National Park,2017-04-19,2017,4,38.23
Acadia National Park,2017-04-22,2017,4,34.46
Acadia National Park,2017-04-25,2017,4,44.46
Acadia National Park,2017-04-28,2017,4,47.29
Acadia National Park,2017-05-01,2017,5,37.08
Acadia National Park,2017-05-04,2017,5,53.86
Acadia National Park,2017-05-07,2017,5,53.07
Acadia National Park,2017-05-10,2017,5,45.47
Acadia National Park,2017-05-13,2017,5,52.66
Acadia National Park,2017-05-16,2017,5,69.01
Acadia National Park,2017-05-19,2017,5,75.17
Acadia National Park,2017-05-22,2017,5,54.59
Acadia National Park,2017-05-25,2017,5,51.96
Acadia National Park,2017-05-28,2017,5,55.12
Acadia National Park,2017-05-31,2017,5,49.81
Acadia National Park,2017-06-03,2017,6,56.88
Acadia National Park,2017-06-06,2017,6,54.13
Acadia National Park,2017-06-09,2017,6,51.58
Acadia National Park,2017-06-12,2017,6,76.24
Acadia National Park,2017-06-15,2017,6,60.24
Acadia National Park,2017-06-18,2017,6,59.46
Acadia National Park,2017-06-21,2017,6,73.73
Acadia National Park,2017-06-24,2017,6,75.0
Acadia National Park,2017-06-27,2017,6,64.62
Acadia National Park,2017-06-30,2017,6,64.67
Acadia National Park,2017-07-03,2017,7,76.06
Acadia National Park,2017-07-06,2017,7,67.94
Acadia National Park,2017-07-09,2017,7,75.16
Acadia National Park,2017-07-12,2017,7,74.11
Acadia National Park,2017-07-15,2017,7,60.86
Acadia National Park,2017-07-18,2017,7,63.21
Acadia National Park,2017-07-21,2017,7,79.35
Acadia National Park,2017-07-24,2017,7,59.85
Acadia National Park,2017-07-27,2017,7,62.21
Acadia National Park,2017-07-30,2017,7,72.45
Acadia National Park,2017-08-02,2017,8,72.95
Acadia National Park,2017-08-05,2017,8,66.02
Acadia National Park,2017-08-08,2017,8,60.69
Acadia National Park,2017-08-11,2017,8,71.89
Acadia National Park,2017-08-14,2017,8,75.12
Acadia National Park,2017-08-17,2017,8,72.54
Acadia National Park,2017-08-20,2017,8,75.14
Acadia National Park,2017-08-23,2017,8,74.21
Acadia National Park,2017-08-26,2017,8,66.33
Acadia National Park,2017-08-29,2017,8,67.81
Acadia National Park,2017-09-01,2017,9,58.0
Acadia National Park,2017-09-04,2017,9,66.89
Acadia National Park,2017-09-07,2017,9,62.29
Acadia National Park,2017-09-10,2017,9,63.91
Acadia National Park,2017-09-13,2017,9,73.57
Acadia National Park,2017-09-16,2017,9,68.09
Acadia National Park,2017-09-19,2017,9,60.77
Acadia National Park,2017-09-22,2017,9,65.63
Acadia National Park,2017-09-25,2017,9,70.28
Acadia National Park,2017-09-28,2017,9,67.2
Acadia National Park,2017-10-01,2017,10,59.57
Acadia National Park,2017-10-04,2017,10,64.75
Acadia National Park,2017-10-07,2017,10,61.22
Acadia National Park,2017-10-10,2017,10,69.19
Acadia National Park,2017-10-13,2017,10,54.66
Acadia National Park,2017-10-16,2017,10,58.66
Acadia National Park,2017-10-19,2017,10,59.68
Acadia National Park,2017-10-22,2017,10,54.04
Acadia National Park,2017-10-25,2017,10,60.09
Acadia National Park,2017-10-28,2017,10,54.89
Acadia National Park,2017-10-31,2017,10,52.58
Acadia National Park,2017-11-03,2017,11,61.36
Acadia National Park,2017-11-06,2017,11,55.72
Acadia National Park,2017-11-09,2017,11,39.1
Acadia National Park,2017-11-12,2017,11,36.74
Acadia National Park,2017-11-15,2017,11,34.55
Acadia National Park,2017-11-18,2017,11,36.65
Acadia National Park,2017-11-21,2017,11,47.31
Acadia National Park,2017-11-24,2017,11,41.06
Acadia National Park,2017-11-27,2017,11,33.56
Acadia National Park,2017-11-30,2017,11,38.42
Acadia National Park,2017-12-03,2017,12,35.34
Acadia National Park,2017-12-06,2017,12,49.33
Acadia National Park,2017-12-09,2017,12,33.53
Acadia National Park,2017-12-12,2017,12,35.0
Acadia National Park,2017-12-15,2017,12,20.87
Acadia National Park,2017-12-18,2017,12,24.0
Acadia National Park,2017-12-21,2017,12,19.09
Acadia National Park,2017-12-24,2017,12,29.07
Acadia National Park,2017-12-27,2017,12,9.1
Acadia National Park,2017-12-30,2017,12,5.43
Acadia National Park,2018-01-02,2018,1,6.39
Acadia National Park,2018-01-05,2018,1,14.96
Acadia National Park,2018-01-08,2018,1,29.4
Acadia National Park,2018-01-11,2018,1,40.95
Acadia National Park,2018-01-14,2018,1,13.37
Acadia National Park,2018-01-17,2018,1,24.84
Acadia National Park,2018-01-20,2018,1,37.21
Acadia National Park,2018-01-23,2018,1,46.5
Acadia National Park,2018-01-26,2018,1,22.29
Acadia National Park,2018-01-29,2018,1,22.94
Acadia National Park,2018-02-01,2018,2,32.54
Acadia National Park,2018-02-04,2018,2,37.35
Acadia National Park,2018-02-07,2018,2,29.48
Acadia National Park,2018-02-10,2018,2,38.75
Acadia National Park,2018-02-13,2018,2,21.01
Acadia National Park,2018-02-16,2018,2,38.85
Acadia National Park,2018-02-19,2018,2,38.53
Acadia National Park,2018-02-22,2018,2,30.24
Acadia National Park,2018-02-25,2018,2,31.28
Acadia National Park,2018-02-28,2018,2,44.95
Acadia National Park,2018-03-03,2018,3,37.35
Acadia National Park,2018-03-06,2018,3,35.95
Acadia National Park,2018-03-09,2018,3,32.5
Acadia National Park,2018-03-12,2018,3,35.59
Acadia National Park,2018-03-15,2018,3,35.04
Acadia National Park,2018-03-18,2018,3,23.95
Acadia National Park,2018-03-21,2018,3,36.11
Acadia National Park,2018-03-24,2018,3,37.81
Acadia National Park,2018-03-27,2018,3,43.7
Acadia National Park,2018-03-30,2018,3,45.43
Acadia National Park,2018-04-02,2018,4,34.99
Acadia National Park,2018-04-05,2018,4,31.61
Acadia National Park,2018-04-08,2018,4,37.01
Acadia National Park,2018-04-11,2018,4,40.17
Acadia National Park,2018-04-14,2018,4,38.06
Acadia National Park,2018-04-17,2018,4,41.69
Acadia National Park,2018-04-20,2018,4,42.81
Acadia National Park,2018-04-23,2018,4,54.26
Acadia National Park,2018-04-26,2018,4,46.94
Acadia National Park,2018-04-29,2018,4,55.1
Acadia National Park,2018-05-02,2018,5,73.73
Acadia National Park,2018-05-05,2018,5,64.3
Acadia National Park,2018-05-08,2018,5,55.14
Acadia National Park,2018-05-11,2018,5,54.57
Acadia National Park,2018-05-14,2018,5,51.14
Acadia National Park,2018-05-17,2018,5,62.47
Acadia National Park,2018-05-20,2018,5,63.51
Acadia National Park,2018-05-23,2018,5,68.12
Acadia National Park,2018-05-26,2018,5,71.04
Acadia National Park,2018-05-29,2018,5,77.91
Acadia National Park,2018-06-01,2018,6,70.82
Acadia National Park,2018-06-04,2018,6,44.52
Acadia National Park,2018-06-07,2018,6,57.77
Acadia National Park,2018-06-10,2018,6,66.28
Acadia National Park,2018-06-13,2018,6,74.19
Acadia National Park,2018-06-16,2018,6,79.24
Acadia National Park,2018-06-19,2018,6,70.52
Acadia National Park,2018-06-22,2018,6,68.01
Acadia National Park,2018-06-25,2018,6,59.07
Acadia National Park,2018-06-28,2018,6,58.33
Acadia National Park,2018-07-01,2018,7,77.67
Acadia National Park,2018-07-04,2018,7,88.76
Acadia National Park,2018-07-07,2018,7,71.72
Acadia National Park,2018-07-10,2018,7,80.68
Acadia National Park,2018-07-13,2018,7,70.29
Acadia National Park,2018-07-16,2018,7,74.68
Acadia National Park,2018-07-19,2018,7,73.04
Acadia National Park,2018-07-22,2018,7,65.05
Acadia National Park,2018-07-25,2018,7,71.78
Acadia National Park,2018-07-28,2018,7,76.47
Acadia National Park,2018-07-31,2018,7,78.71
Acadia National Park,2018-08-03,2018,8,81.48
Acadia National Park,2018-08-06,2018,8,84.88
Acadia National Park,2018-08-09,2018,8,72.37
Acadia National Park,2018-08-12,2018,8,69.63
Acadia National Park,2018-08-15,2018,8,76.23
Acadia National Park,2018-08-18,2018,8,67.82
Acadia National Park,2018-08-21,2018,8,69.17
Acadia National Park,2018-08-24,2018,8,73.69
Acadia National Park,2018-08-27,2018,8,81.42
Acadia National Park,2018-08-30,2018,8,70.28
Acadia National Park,2018-09-02,2018,9,72.63
Acadia National Park,2018-09-05,2018,9,75.65
Acadia National Park,2018-09-08,2018,9,64.79
Acadia National Park,2018-09-11,2018,9,62.24
Acadia National Park,2018-09-14,2018,9,75.37
Acadia National Park,2018-09-17,2018,9,71.23
Acadia National Park,2018-09-20,2018,9,56.55
Acadia National Park,2018-09-23,2018,9,59.47
Acadia National Park,2018-09-26,2018,9,65.58
Acadia National Park,2018-09-29,2018,9,62.59
Acadia National Park,2018-10-02,2018,10,48.76
Acadia National Park,2018-10-05,2018,10,53.26
Acadia National Park,2018-10-08,2018,10,51.34
Acadia National Park,2018-10-11,2018,10,48.57
Acadia National Park,2018-10-14,2018,10,50.65
Acadia National Park,2018-10-17,2018,10,51.84
Acadia National Park,2018-10-20,2018,10,57.31
Acadia National Park,2018-10-23,2018,10,46.82
Acadia National Park,2018-10-26,2018,10,39.41
Acadia National Park,2018-10-29,2018,10,49.49
Acadia National Park,2018-11-01,2018,11,48.03
Acadia National Park,2018-11-04,2018,11,43.33
Acadia National Park,2018-11-07,2018,11,53.04
Acadia National Park,2018-11-10,2018,11,42.21
Acadia National Park,2018-11-13,2018,11,44.59
Acadia National Park,2018-11-16,2018,11,30.77
Acadia National Park,2018-11-19,2018,11,33.14
Acadia National Park,2018-11-22,2018,11,11.67
Acadia National Park,2018-11-25,2018,11,35.4
Acadia National Park,2018-11-28,2018,11,38.53
Acadia National Park,2018-12-01,2018,12,30.51
Acadia National Park,2018-12-04,2018,12,27.1
Acadia National Park,2018-12-07,2018,12,31.83
Acadia National Park,2018-12-10,2018,12,22.54
Acadia National Park,2018-12-13,2018,12,23.48
Acadia National Park,2018-12-16,2018,12,33.43
Acadia National Park,2018-12-19,2018,12,27.95
Acadia National Park,2018-12-22,2018,12,49.49
Acadia National Park,2018-12-25,2018,12,25.49
Acadia National Park,2018-12-28,2018,12,39.7
Acadia National Park,2018-12-31,2018,12,34.87
Grand Teton National Park,2009-01-01,2009,1,32.32
Grand Teton National Park,2009-01-04,2009,1,9.62
Grand Teton National Park,2009-01-07,2009,1,33.47
Grand Teton National Park,2009-01-10,2009,1,24.19
Grand Teton National Park,2009-01-13,2009,1,34.77
Grand Teton National Park,2009-01-16,2009,1,27.94
Grand Teton National Park,2009-01-19,2009,1,34.77
Grand Teton National Park,2009-01-22,2009,1,27.38
Grand Teton National Park,2009-01-25,2009,1,32.23
Grand Teton National Park,2009-01-28,2009,1,20.94
Grand Teton National Park,2009-01-31,2009,1,30.78
Grand Teton National Park,2009-02-03,2009,2,30.8
Grand Teton National Park,2009-02-06,2009,2,32.17
Grand Teton National Park,2009-02-09,2009,2,30.98
Grand Teton National Park,2009-02-12,2009,2,24.85
Grand Teton National Park,2009-02-15,2009,2,28.03
Grand Teton National Park,2009-02-18,2009,2,28.57
