Park,Year,Month,Temp
Rocky Mountain National Park,2012,11,39.11699999999999
Rocky Mountain National Park,2012,12,30.490000000000002
Rocky Mountain National Park,2013,1,30.519999999999996
Rocky Mountain National Park,2013,2,24.375555555555554
Rocky Mountain National Park,2013,3,36.00599999999999
Rocky Mountain National Park,2013,4,39.611
Rocky Mountain National Park,2013,5,51.626363636363635
Rocky Mountain National Park,2013,6,68.803
Rocky Mountain National Park,2013,7,69.563
Rocky Mountain National Park,2013,8,68.193
Rocky Mountain National Park,2013,9,59.38899999999999
Rocky Mountain National Park,2013,10,44.22363636363636
Rocky Mountain National Park,2013,11,38.189
Rocky Mountain National Park,2013,12,26.666000000000004
Rocky Mountain National Park,2014,1,26.572000000000003
Rocky Mountain National Park,2014,2,28.036
Rocky Mountain National Park,2014,3,37.626999999999995
Rocky Mountain National Park,2014,4,43.557
Rocky Mountain National Park,2014,5,50.904999999999994
Rocky Mountain National Park,2014,6,64.199
Rocky Mountain National Park,2014,7,68.81272727272727
Rocky Mountain National Park,2014,8,66.22200000000001
Rocky Mountain National Park,2014,9,60.23199999999999
Rocky Mountain National Park,2014,10,53.68599999999999
Rocky Mountain National Park,2014,11,35.862
Rocky Mountain National Park,2014,12,30.62
Rocky Mountain National Park,2015,1,33.295
Rocky Mountain National Park,2015,2,32.315555555555555
Rocky Mountain National Park,2015,3,40.77545454545455
Rocky Mountain National Park,2015,4,43.31
Rocky Mountain National Park,2015,5,48.29599999999999
Rocky Mountain National Park,2015,6,65.619
Rocky Mountain National Park,2015,7,66.876
Rocky Mountain National Park,2015,8,67.60181818181819
Rocky Mountain National Park,2015,9,64.69200000000001
Rocky Mountain National Park,2015,10,48.515
Rocky Mountain National Park,2015,11,34.20399999999999
Rocky Mountain National Park,2015,12,25.502000000000002
Rocky Mountain National Park,2016,1,28.61090909090909
Rocky Mountain National Park,2016,2,35.85
Rocky Mountain National Park,2016,3,35.957272727272716
Rocky Mountain National Park,2016,4,42.40599999999999
Rocky Mountain National Park,2016,5,53.003
Rocky Mountain National Park,2016,6,68.37599999999999
Rocky Mountain National Park,2016,7,70.32000000000001
Rocky Mountain National Park,2016,8,65.10454545454546
Rocky Mountain National Park,2016,9,59.496
Rocky Mountain National Park,2016,10,53.709999999999994
Rocky Mountain National Park,2016,11,41.202999999999996
Rocky Mountain National Park,2016,12,22.562
Rocky Mountain National Park,2017,1,27.186363636363637
Rocky Mountain National Park,2017,2,36.62222222222222
Rocky Mountain National Park,2017,3,43.84
Rocky Mountain National Park,2017,4,42.598
Rocky Mountain National Park,2017,5,50.781818181818174
Rocky Mountain National Park,2017,6,66.338
Rocky Mountain National Park,2017,7,69.90700000000001
Rocky Mountain National Park,2017,8,66.17099999999999
Rocky Mountain National Park,2017,9,59.909000000000006
Rocky Mountain National Park,2017,10,51.11000000000001
Rocky Mountain National Park,2017,11,41.88600000000001
Rocky Mountain National Park,2017,12,32.366
Rocky Mountain National Park,2018,1,32.748999999999995
Rocky Mountain National Park,2018,2,25.682
Rocky Mountain National Park,2018,3,39.777
Rocky Mountain National Park,2018,4,47.022
Rocky Mountain National Park,2018,5,55.79299999999999
Rocky Mountain National Park,2018,6,69.591
Rocky Mountain National Park,2018,7,72.47272727272728
Rocky Mountain National Park,2018,8,67.879
Rocky Mountain National Park,2018,9,66.001
Rocky Mountain National Park,2018,10,42.99444444444444
Rocky Mountain National Park,2018,11,32.995999999999995
Rocky Mountain National Park,2018,12,24.54545454545455
Yellowstone National Park,2009,1,26.815454545454546
Yellowstone National Park,2009,2,30.238888888888887
Yellowstone National Park,2009,3,34.7
Yellowstone National Park,2009,4,44.89
Yellowstone National Park,2009,5,53.379999999999995
Yellowstone National Park,2009,6,56.935
Yellowstone National Park,2009,7,68.15299999999999
Yellowstone National Park,2009,8,68.21799999999999
Yellowstone National Park,2009,9,67.489
Yellowstone National Park,2009,10,35.78272727272727
Yellowstone National Park,2009,11,32.760000000000005
Yellowstone National Park,2009,12,16.157
Yellowstone National Park,2010,1,27.279999999999994
Yellowstone National Park,2010,2,28.543
Yellowstone National Park,2010,3,39.074999999999996
Yellowstone National Park,2010,4,41.978
Yellowstone National Park,2010,5,45.851
Yellowstone National Park,2010,6,56.843
Yellowstone National Park,2010,7,70.44545454545454
Yellowstone National Park,2010,8,67.223
Yellowstone National Park,2010,9,61.602
Yellowstone National Park,2010,10,50.448
Yellowstone National Park,2010,11,28.961000000000002
Yellowstone National Park,2010,12,24.55636363636363
Yellowstone National Park,2011,1,23.358
Yellowstone National Park,2011,2,21.17222222222222
Yellowstone National Park,2011,3,33.85545454545454
Yellowstone National Park,2011,4,35.967
Yellowstone National Park,2011,5,44.974
Yellowstone National Park,2011,6,56.814
Yellowstone National Park,2011,7,70.828
Yellowstone National Park,2011,8,70.83454545454546
Yellowstone National Park,2011,9,66.185
Yellowstone National Park,2011,10,45.583
Yellowstone National Park,2011,11,28.355
Yellowstone National Park,2011,12,23.000000000000004
Yellowstone National Park,2012,1,23.59272727272727
Yellowstone National Park,2012,2,28.17666666666667
Yellowstone National Park,2012,3,39.10272727272728
Yellowstone National Park,2012,4,43.824
Yellowstone National Park,2012,5,51.246
Yellowstone National Park,2012,6,64.839
Yellowstone National Park,2012,7,71.975
Yellowstone National Park,2012,8,72.60909090909091
Yellowstone National Park,2012,9,64.293
Yellowstone National Park,2012,10,42.769999999999996
Yellowstone National Park,2012,11,32.808
Yellowstone National Park,2012,12,23.802
Yellowstone National Park,2013,1,21.45
Yellowstone National Park,2013,2,25.13666666666667
Yellowstone National Park,2013,3,34.253
Yellowstone National Park,2013,4,38.751
Yellowstone National Park,2013,5,51.944545454545455
Yellowstone National Park,2013,6,65.221
Yellowstone National Park,2013,7,73.699
Yellowstone National Park,2013,8,73.27899999999998
Yellowstone National Park,2013,9,59.36900000000001
Yellowstone National Park,2013,10,43.2590909090909
Yellowstone National Park,2013,11,31.808999999999997
Yellowstone National Park,2013,12,18.392999999999997
Yellowstone National Park,2014,1,25.252000000000002
Yellowstone National Park,2014,2,22.826999999999998
Yellowstone National Park,2014,3,33.195
Yellowstone National Park,2014,4,41.217
Yellowstone National Park,2014,5,53.94200000000001
Yellowstone National Park,2014,6,57.037
Yellowstone National Park,2014,7,71.63818181818182
Yellowstone National Park,2014,8,63.697
Yellowstone National Park,2014,9,60.686
Yellowstone National Park,2014,10,50.411
Yellowstone National Park,2014,11,31.448
Yellowstone National Park,2014,12,26.37727272727273
Yellowstone National Park,2015,1,28.818
Yellowstone National Park,2015,2,33.86222222222222
Yellowstone National Park,2015,3,42.55
Yellowstone National Park,2015,4,42.971999999999994
Yellowstone National Park,2015,5,51.338999999999984
Yellowstone National Park,2015,6,69.045
Yellowstone National Park,2015,7,66.369
Yellowstone National Park,2015,8,70.0190909090909
Yellowstone National Park,2015,9,61.410000000000004
Yellowstone National Park,2015,10,50.108999999999995
Yellowstone National Park,2015,11,27.543
Yellowstone National Park,2015,12,20.817
Yellowstone National Park,2016,1,25.69272727272728
Yellowstone National Park,2016,2,32.03111111111111
Yellowstone National Park,2016,3,35.13545454545454
Yellowstone National Park,2016,4,46.531
Yellowstone National Park,2016,5,51.537
Yellowstone National Park,2016,6,68.836
Yellowstone National Park,2016,7,70.28200000000001
Yellowstone National Park,2016,8,70.63545454545455
Yellowstone National Park,2016,9,55.25899999999999
Yellowstone National Park,2016,10,43.751
Yellowstone National Park,2016,11,39.42
Yellowstone National Park,2016,12,15.325
Yellowstone National Park,2017,1,18.183636363636364
Yellowstone National Park,2017,2,29.991111111111113
Yellowstone National Park,2017,3,38.004000000000005
Yellowstone National Park,2017,4,42.946
Yellowstone National Park,2017,5,52.70272727272727
Yellowstone National Park,2017,6,62.112
Yellowstone National Park,2017,7,74.38
Yellowstone National Park,2017,8,69.315
Yellowstone National Park,2017,9,55.992999999999995
Yellowstone National Park,2017,10,44.58090909090909
Yellowstone National Park,2017,11,31.497999999999998
Yellowstone National Park,2017,12,24.506999999999998
Yellowstone National Park,2018,1,26.78
Yellowstone National Park,2018,2,21.307
Yellowstone National Park,2018,3,32.326
Yellowstone National Park,2018,4,40.243
Yellowstone National Park,2018,5,54.398
Yellowstone National Park,2018,6,59.992
Yellowstone National Park,2018,7,73.64818181818181
Yellowstone National Park,2018,8,69.03300000000002
Yellowstone National Park,2018,9,62.750000000000014
Yellowstone National Park,2018,10,45.040000000000006
Yellowstone National Park,2018,11,29.704999999999995
Yellowstone National Park,2018,12,21.31090909090909
Yosemite National Park,2009,1,42.03545454545455
Yosemite National Park,2009,2,34.846666666666664
Yosemite National Park,2009,3,40.60699999999999
Yosemite National Park,2009,4,46.939
Yosemite National Park,2009,5,57.91000000000001
Yosemite National Park,2009,6,57.293000000000006
Yosemite National Park,2009,7,71.264
Yosemite National Park,2009,8,68.214
Yosemite National Park,2009,9,69.196
Yosemite National Park,2009,10,48.21727272727273
Yosemite National Park,2009,11,43.977
Yosemite National Park,2009,12,33.432
Yosemite National Park,2010,1,37.333
Yosemite National Park,2010,2,38.846999999999994
Yosemite National Park,2010,3,40.089000000000006
Yosemite National Park,2010,4,41.14200000000001
Yosemite National Park,2010,5,45.66
Yosemite National Park,2010,6,59.501999999999995
Yosemite National Park,2010,7,70.57363636363637
Yosemite National Park,2010,8,68.303
Yosemite National Park,2010,9,66.522
Yosemite National Park,2010,10,50.922
Yosemite National Park,2010,11,40.267999999999994
Yosemite National Park,2010,12,36.56727272727273
Yosemite National Park,2011,1,41.50299999999999
Yosemite National Park,2011,2,32.06777777777777
Yosemite National Park,2011,3,38.49818181818182
Yosemite National Park,2011,4,44.26
Yosemite National Park,2011,5,46.68
Yosemite National Park,2011,6,58.150999999999996
Yosemite National Park,2011,7,68.843
Yosemite National Park,2011,8,69.99636363636365
Yosemite National Park,2011,9,66.18299999999999
Yosemite National Park,2011,10,55.539
Yosemite National Park,2011,11,42.077
Yosemite National Park,2011,12,39.61900000000001
Yosemite National Park,2012,1,42.9209090909091
Yosemite National Park,2012,2,39.10666666666666
Yosemite National Park,2012,3,37.57545454545455
Yosemite National Park,2012,4,50.676
Yosemite National Park,2012,5,57.852
Yosemite National Park,2012,6,63.077
Yosemite National Park,2012,7,70.498
Yosemite National Park,2012,8,73.0109090909091
Yosemite National Park,2012,9,69.388
Yosemite National Park,2012,10,55.339999999999996
Yosemite National Park,2012,11,45.212
Yosemite National Park,2012,12,31.468
Yosemite National Park,2013,1,36.97272727272727
Yosemite National Park,2013,2,40.29
Yosemite National Park,2013,3,46.68
Yosemite National Park,2013,4,50.065
Yosemite National Park,2013,5,54.62
Yosemite National Park,2013,6,66.70700000000001
Yosemite National Park,2013,7,73.49000000000001
Yosemite National Park,2013,8,70.042
Yosemite National Park,2013,9,63.867
Yosemite National Park,2013,10,52.222727272727276
Yosemite National Park,2013,11,45.306999999999995
Yosemite National Park,2013,12,42.205
Yosemite National Park,2014,1,46.025999999999996
Yosemite National Park,2014,2,40.083
Yosemite National Park,2014,3,44.347
Yosemite National Park,2014,4,50.617
Yosemite National Park,2014,5,55.174
Yosemite National Park,2014,6,65.779
Yosemite National Park,2014,7,71.78181818181817
Yosemite National Park,2014,8,68.283
Yosemite National Park,2014,9,65.93299999999999
Yosemite National Park,2014,10,60.568000000000005
Yosemite National Park,2014,11,46.06700000000001
Yosemite National Park,2014,12,36.349999999999994
Yosemite National Park,2015,1,44.275999999999996
Yosemite National Park,2015,2,47.635555555555555
Yosemite National Park,2015,3,50.446363636363635
Yosemite National Park,2015,4,49.956
Yosemite National Park,2015,5,49.986
Yosemite National Park,2015,6,68.899
Yosemite National Park,2015,7,67.35800000000002
Yosemite National Park,2015,8,71.70909090909089
Yosemite National Park,2015,9,66.42999999999999
Yosemite National Park,2015,10,57.104
Yosemite National Park,2015,11,39.858
Yosemite National Park,2015,12,32.709
Yosemite National Park,2016,1,31.982727272727274
Yosemite National Park,2016,2,47.309999999999995
Yosemite National Park,2016,3,42.53090909090909
Yosemite National Park,2016,4,48.754000000000005
Yosemite National Park,2016,5,52.89
Yosemite National Park,2016,6,67.36499999999998
Yosemite National Park,2016,7,73.40299999999999
Yosemite National Park,2016,8,72.70636363636362
Yosemite National Park,2016,9,64.482
Yosemite National Park,2016,10,50.239999999999995
Yosemite National Park,2016,11,45.65
Yosemite National Park,2016,12,36.712
Yosemite National Park,2017,1,31.676363636363636
Yosemite National Park,2017,2,33.53
Yosemite National Park,2017,3,46.638
Yosemite National Park,2017,4,45.518
Yosemite National Park,2017,5,54.92454545454545
Yosemite National Park,2017,6,66.523
Yosemite National Park,2017,7,73.869
Yosemite National Park,2017,8,71.691
Yosemite National Park,2017,9,61.992
Yosemite National Park,2017,10,60.33454545454545
Yosemite National Park,2017,11,45.022000000000006
Yosemite National Park,2017,12,45.454
Yosemite National Park,2018,1,42.846000000000004
Yosemite National Park,2018,2,39.040000000000006
Yosemite National Park,2018,3,38.916999999999994
Yosemite National Park,2018,4,50.977000000000004
Yosemite National Park,2018,5,55.362
Yosemite National Park,2018,6,67.988
Yosemite National Park,2018,7,75.75363636363637
Yosemite National Park,2018,8,73.008
Yosemite National Park,2018,9,68.57999999999998
Yosemite National Park,2018,10,54.99222222222222
Yosemite National Park,2018,11,48.72700000000001
Yosemite National Park,2018,12,36.05363636363636
Zion National Park,2009,1,45.03636363636363
Zion National Park,2009,2,42.64111111111111
Zion National Park,2009,3,51.79699999999999
Zion National Park,2009,4,54.513
Zion National Park,2009,5,70.38363636363637
Zion National Park,2009,6,72.554
Zion National Park,2009,7,84.248
Zion National Park,2009,8,81.74199999999999
Zion National Park,2009,9,76.65599999999999
Zion National Park,2009,10,56.89818181818182
Zion National Park,2009,11,53.416999999999994
Zion National Park,2009,12,35.237
Zion National Park,2010,1,42.844
Zion National Park,2010,2,41.91700000000001
Zion National Park,2010,3,50.805
Zion National Park,2010,4,54.75
Zion National Park,2010,5,59.149
Zion National Park,2010,6,76.91
Zion National Park,2010,7,84.23363636363636
Zion National Park,2010,8,81.572
Zion National Park,2010,9,80.14899999999999
Zion National Park,2010,10,61.372
Zion National Park,2010,11,46.72
Zion National Park,2010,12,43.73454545454546
Zion National Park,2011,1,43.785999999999994
Zion National Park,2011,2,38.1
Zion National Park,2011,3,50.01090909090909
Zion National Park,2011,4,51.349000000000004
Zion National Park,2011,5,60.641
Zion National Park,2011,6,75.924
Zion National Park,2011,7,81.92800000000001
Zion National Park,2011,8,85.51181818181819
Zion National Park,2011,9,76.38399999999999
Zion National Park,2011,10,63.052
Zion National Park,2011,11,47.422000000000004
Zion National Park,2011,12,39.705000000000005
Zion National Park,2012,1,45.802727272727275
Zion National Park,2012,2,42.82
Zion National Park,2012,3,53.21909090909091
Zion National Park,2012,4,61.355
Zion National Park,2012,5,72.06199999999998
Zion National Park,2012,6,82.58800000000001
Zion National Park,2012,7,83.08099999999999
Zion National Park,2012,8,82.19454545454545
Zion National Park,2012,9,77.45
Zion National Park,2012,10,63.399
Zion National Park,2012,11,54.387
Zion National Park,2012,12,40.510999999999996
Zion National Park,2013,1,38.09090909090909
Zion National Park,2013,2,39.53333333333333
Zion National Park,2013,3,55.053999999999995
Zion National Park,2013,4,59.839999999999996
Zion National Park,2013,5,67.69000000000001
Zion National Park,2013,6,84.822
Zion National Park,2013,7,84.173
Zion National Park,2013,8,81.25699999999999
Zion National Park,2013,9,70.191
Zion National Park,2013,10,57.57454545454545
Zion National Park,2013,11,51.593999999999994
Zion National Park,2013,12,40.964
Zion National Park,2014,1,48.984
Zion National Park,2014,2,47.623000000000005
Zion National Park,2014,3,52.717999999999996
Zion National Park,2014,4,57.047000000000004
Zion National Park,2014,5,67.26700000000001
Zion National Park,2014,6,80.725
Zion National Park,2014,7,83.98363636363636
Zion National Park,2014,8,76.638
Zion National Park,2014,9,76.076
Zion National Park,2014,10,67.456
Zion National Park,2014,11,52.05
Zion National Park,2014,12,41.82727272727273
Zion National Park,2015,1,46.459
Zion National Park,2015,2,52.629999999999995
Zion National Park,2015,3,57.29181818181817
Zion National Park,2015,4,59.266
Zion National Park,2015,5,61.077999999999996
Zion National Park,2015,6,81.725
Zion National Park,2015,7,80.11600000000001
Zion National Park,2015,8,81.6309090909091
Zion National Park,2015,9,77.905
Zion National Park,2015,10,63.574
Zion National Park,2015,11,46.557
Zion National Park,2015,12,37.61800000000001
Zion National Park,2016,1,39.77181818181818
Zion National Park,2016,2,52.24555555555556
Zion National Park,2016,3,54.51636363636363
Zion National Park,2016,4,56.66799999999999
Zion National Park,2016,5,64.776
Zion National Park,2016,6,84.21000000000001
Zion National Park,2016,7,85.49999999999999
Zion National Park,2016,8,77.82545454545453
Zion National Park,2016,9,71.92599999999999
Zion National Park,2016,10,64.92099999999999
Zion National Park,2016,11,54.267999999999994
Zion National Park,2016,12,40.818999999999996
Zion National Park,2017,1,37.96909090909091
Zion National Park,2017,2,45.50555555555556
Zion National Park,2017,3,58.74499999999999
Zion National Park,2017,4,57.193
Zion National Park,2017,5,66.78454545454545
Zion National Park,2017,6,83.309
Zion National Park,2017,7,85.52099999999999
Zion National Park,2017,8,82.093
Zion National Park,2017,9,72.595
Zion National Park,2017,10,66.89181818181817
Zion National Park,2017,11,57.50500000000001
Zion National Park,2017,12,48.038
Zion National Park,2018,1,46.546
Zion National Park,2018,2,44.132
Zion National Park,2018,3,50.60699999999999
Zion National Park,2018,4,62.51800000000001
Zion National Park,2018,5,69.571
Zion National Park,2018,6,82.37300000000002
Zion National Park,2018,7,86.08363636363634
Zion National Park,2018,8,82.84
Zion National Park,2018,9,78.09400000000001
Zion National Park,2018,10,56.22111111111111
Zion National Park,2018,11,50.36899999999999
Zion National Park,2018,12,39.346363636363634
