Park,Year,Month,Temp,Lat,Lng,Visits
Rocky Mountain National Park,2012,2,27.684444444444452,40.3427932,-105.6836389,62036
Rocky Mountain National Park,2012,3,44.74727272727273,40.3427932,-105.6836389,104374
Rocky Mountain National Park,2012,4,48.608000000000004,40.3427932,-105.6836389,117053
Rocky Mountain National Park,2012,5,55.55299999999998,40.3427932,-105.6836389,228950
Rocky Mountain National Park,2012,6,70.23100000000001,40.3427932,-105.6836389,500206
Rocky Mountain National Park,2012,7,70.14199999999998,40.3427932,-105.6836389,651722
Rocky Mountain National Park,2012,8,67.46,40.3427932,-105.6836389,589131
Rocky Mountain National Park,2012,9,60.67199999999999,40.3427932,-105.6836389,527172
Rocky Mountain National Park,2012,10,46.854,40.3427932,-105.6836389,219946
Rocky Mountain National Park,2012,11,39.11699999999999,40.3427932,-105.6836389,93714
Rocky Mountain National Park,2012,12,30.49,40.3427932,-105.6836389,66776
Rocky Mountain National Park,2013,1,30.52,40.3427932,-105.6836389,78022
Rocky Mountain National Park,2013,2,24.375555555555554,40.3427932,-105.6836389,68831
Rocky Mountain National Park,2013,3,36.00599999999999,40.3427932,-105.6836389,89691
Rocky Mountain National Park,2013,4,39.611,40.3427932,-105.6836389,90379
Rocky Mountain National Park,2013,5,51.62636363636364,40.3427932,-105.6836389,239184
Rocky Mountain National Park,2013,6,68.803,40.3427932,-105.6836389,602508
Rocky Mountain National Park,2013,7,69.563,40.3427932,-105.6836389,712583
Rocky Mountain National Park,2013,8,68.193,40.3427932,-105.6836389,621852
Rocky Mountain National Park,2013,9,59.38899999999999,40.3427932,-105.6836389,253467
Rocky Mountain National Park,2013,10,44.22363636363636,40.3427932,-105.6836389,66275
Rocky Mountain National Park,2013,11,38.189,40.3427932,-105.6836389,86379
Rocky Mountain National Park,2013,12,26.666000000000004,40.3427932,-105.6836389,81970
Rocky Mountain National Park,2014,1,26.57200000000001,40.3427932,-105.6836389,77633
Rocky Mountain National Park,2014,2,28.036,40.3427932,-105.6836389,76881
Rocky Mountain National Park,2014,3,37.626999999999995,40.3427932,-105.6836389,99077
Rocky Mountain National Park,2014,4,43.557,40.3427932,-105.6836389,97100
Rocky Mountain National Park,2014,5,50.905,40.3427932,-105.6836389,220532
Rocky Mountain National Park,2014,6,64.199,40.3427932,-105.6836389,538725
Rocky Mountain National Park,2014,7,68.81272727272727,40.3427932,-105.6836389,693685
Rocky Mountain National Park,2014,8,66.22200000000001,40.3427932,-105.6836389,616826
Rocky Mountain National Park,2014,9,60.23199999999999,40.3427932,-105.6836389,537694
Rocky Mountain National Park,2014,10,53.68599999999999,40.3427932,-105.6836389,305651
Rocky Mountain National Park,2014,11,35.86199999999999,40.3427932,-105.6836389,90915
Rocky Mountain National Park,2014,12,30.62,40.3427932,-105.6836389,80032
Rocky Mountain National Park,2015,1,33.295,40.3427932,-105.6836389,98928
Rocky Mountain National Park,2015,2,32.315555555555555,40.3427932,-105.6836389,85123
Rocky Mountain National Park,2015,3,40.775454545454544,40.3427932,-105.6836389,134304
Rocky Mountain National Park,2015,4,43.31,40.3427932,-105.6836389,116959
Rocky Mountain National Park,2015,5,48.29599999999999,40.3427932,-105.6836389,259711
Rocky Mountain National Park,2015,6,65.619,40.3427932,-105.6836389,608796
Rocky Mountain National Park,2015,7,66.876,40.3427932,-105.6836389,858426
Rocky Mountain National Park,2015,8,67.60181818181819,40.3427932,-105.6836389,765579
Rocky Mountain National Park,2015,9,64.69200000000001,40.3427932,-105.6836389,644350
Rocky Mountain National Park,2015,10,48.515,40.3427932,-105.6836389,371558
Rocky Mountain National Park,2015,11,34.20399999999999,40.3427932,-105.6836389,118398
Rocky Mountain National Park,2015,12,25.502,40.3427932,-105.6836389,93784
Rocky Mountain National Park,2016,1,28.61090909090909,40.3427932,-105.6836389,115207
Rocky Mountain National Park,2016,2,35.85,40.3427932,-105.6836389,105125
Rocky Mountain National Park,2016,3,35.95727272727272,40.3427932,-105.6836389,135053
Rocky Mountain National Park,2016,4,42.40599999999999,40.3427932,-105.6836389,129967
Rocky Mountain National Park,2016,5,53.003,40.3427932,-105.6836389,285868
Rocky Mountain National Park,2016,6,68.37599999999999,40.3427932,-105.6836389,700990
Rocky Mountain National Park,2016,7,70.32000000000001,40.3427932,-105.6836389,912507
Rocky Mountain National Park,2016,8,65.10454545454546,40.3427932,-105.6836389,772849
Rocky Mountain National Park,2016,9,59.496,40.3427932,-105.6836389,711110
Rocky Mountain National Park,2016,10,53.71,40.3427932,-105.6836389,398525
Rocky Mountain National Park,2016,11,41.203,40.3427932,-105.6836389,158553
Rocky Mountain National Park,2016,12,22.562,40.3427932,-105.6836389,91831
Rocky Mountain National Park,2017,1,27.18636363636364,40.3427932,-105.6836389,95602
Rocky Mountain National Park,2017,2,36.62222222222222,40.3427932,-105.6836389,98832
Rocky Mountain National Park,2017,3,43.84,40.3427932,-105.6836389,145110
Rocky Mountain National Park,2017,4,42.598,40.3427932,-105.6836389,158360
Rocky Mountain National Park,2017,5,50.78181818181818,40.3427932,-105.6836389,263222
Rocky Mountain National Park,2017,6,66.33800000000001,40.3427932,-105.6836389,741247
Rocky Mountain National Park,2017,7,69.90700000000001,40.3427932,-105.6836389,885478
Rocky Mountain National Park,2017,8,66.17099999999999,40.3427932,-105.6836389,782625
Rocky Mountain National Park,2017,9,59.909000000000006,40.3427932,-105.6836389,681160
Rocky Mountain National Park,2017,10,51.11000000000001,40.3427932,-105.6836389,332526
Rocky Mountain National Park,2017,11,41.88600000000001,40.3427932,-105.6836389,140223
Rocky Mountain National Park,2017,12,32.366,40.3427932,-105.6836389,112830
Rocky Mountain National Park,2018,1,32.748999999999995,40.3427932,-105.6836389,111422
Rocky Mountain National Park,2018,2,25.682,40.3427932,-105.6836389,84245
Rocky Mountain National Park,2018,3,39.777,40.3427932,-105.6836389,156434
Rocky Mountain National Park,2018,4,47.022,40.3427932,-105.6836389,151975
Rocky Mountain National Park,2018,5,55.79299999999999,40.3427932,-105.6836389,305993
Rocky Mountain National Park,2018,6,69.59100000000001,40.3427932,-105.6836389,720822
Rocky Mountain National Park,2018,7,72.47272727272728,40.3427932,-105.6836389,931929
Rocky Mountain National Park,2018,8,67.87899999999999,40.3427932,-105.6836389,798306
Rocky Mountain National Park,2018,9,66.001,40.3427932,-105.6836389,784480
Rocky Mountain National Park,2018,10,42.99444444444444,40.3427932,-105.6836389,312757
Rocky Mountain National Park,2018,11,32.995999999999995,40.3427932,-105.6836389,125349
Rocky Mountain National Park,2018,12,24.54545454545455,40.3427932,-105.6836389,106781
Yellowstone National Park,2009,1,26.815454545454546,44.427963,-110.588455,24770
Yellowstone National Park,2009,2,30.238888888888887,44.427963,-110.588455,28355
Yellowstone National Park,2009,3,34.7,44.427963,-110.588455,17317
Yellowstone National Park,2009,4,44.89,44.427963,-110.588455,24831
Yellowstone National Park,2009,5,53.38,44.427963,-110.588455,261763
Yellowstone National Park,2009,6,56.935,44.427963,-110.588455,643844
Yellowstone National Park,2009,7,68.15299999999999,44.427963,-110.588455,900515
Yellowstone National Park,2009,8,68.21799999999999,44.427963,-110.588455,752983
Yellowstone National Park,2009,9,67.48899999999999,44.427963,-110.588455,489438
Yellowstone National Park,2009,10,35.78272727272727,44.427963,-110.588455,123867
Yellowstone National Park,2009,11,32.760000000000005,44.427963,-110.588455,9397
Yellowstone National Park,2009,12,16.157,44.427963,-110.588455,18107
Yellowstone National Park,2010,1,27.279999999999994,44.427963,-110.588455,25595
Yellowstone National Park,2010,2,28.543000000000006,44.427963,-110.588455,29108
Yellowstone National Park,2010,3,39.075,44.427963,-110.588455,21028
Yellowstone National Park,2010,4,41.978,44.427963,-110.588455,32763
Yellowstone National Park,2010,5,45.851000000000006,44.427963,-110.588455,250445
Yellowstone National Park,2010,6,56.843,44.427963,-110.588455,694841
Yellowstone National Park,2010,7,70.44545454545455,44.427963,-110.588455,957785
Yellowstone National Park,2010,8,67.223,44.427963,-110.588455,854837
Yellowstone National Park,2010,9,61.602,44.427963,-110.588455,550504
Yellowstone National Park,2010,10,50.448,44.427963,-110.588455,189072
Yellowstone National Park,2010,11,28.961,44.427963,-110.588455,16819
Yellowstone National Park,2010,12,24.55636363636363,44.427963,-110.588455,17388
Yellowstone National Park,2011,1,23.358,44.427963,-110.588455,24517
Yellowstone National Park,2011,2,21.172222222222214,44.427963,-110.588455,28174
Yellowstone National Park,2011,3,33.85545454545454,44.427963,-110.588455,18728
Yellowstone National Park,2011,4,35.967,44.427963,-110.588455,28147
Yellowstone National Park,2011,5,44.974,44.427963,-110.588455,207842
Yellowstone National Park,2011,6,56.81399999999999,44.427963,-110.588455,634316
Yellowstone National Park,2011,7,70.828,44.427963,-110.588455,906935
Yellowstone National Park,2011,8,70.83454545454545,44.427963,-110.588455,805173
Yellowstone National Park,2011,9,66.185,44.427963,-110.588455,536349
Yellowstone National Park,2011,10,45.583,44.427963,-110.588455,175433
Yellowstone National Park,2011,11,28.355,44.427963,-110.588455,12198
Yellowstone National Park,2011,12,23.000000000000004,44.427963,-110.588455,16514
Yellowstone National Park,2012,1,23.59272727272727,44.427963,-110.588455,24766
Yellowstone National Park,2012,2,28.17666666666667,44.427963,-110.588455,27752
Yellowstone National Park,2012,3,39.10272727272728,44.427963,-110.588455,20248
Yellowstone National Park,2012,4,43.824,44.427963,-110.588455,29056
Yellowstone National Park,2012,5,51.246,44.427963,-110.588455,268251
Yellowstone National Park,2012,6,64.839,44.427963,-110.588455,671825
Yellowstone National Park,2012,7,71.975,44.427963,-110.588455,888335
Yellowstone National Park,2012,8,72.60909090909091,44.427963,-110.588455,780286
Yellowstone National Park,2012,9,64.293,44.427963,-110.588455,527610
Yellowstone National Park,2012,10,42.77,44.427963,-110.588455,177069
Yellowstone National Park,2012,11,32.808,44.427963,-110.588455,14059
Yellowstone National Park,2012,12,23.802,44.427963,-110.588455,18472
Yellowstone National Park,2013,1,21.45,44.427963,-110.588455,24699
Yellowstone National Park,2013,2,25.13666666666667,44.427963,-110.588455,31053
Yellowstone National Park,2013,3,34.253,44.427963,-110.588455,18613
Yellowstone National Park,2013,4,38.751,44.427963,-110.588455,24606
Yellowstone National Park,2013,5,51.94454545454546,44.427963,-110.588455,293250
Yellowstone National Park,2013,6,65.221,44.427963,-110.588455,624429
Yellowstone National Park,2013,7,73.699,44.427963,-110.588455,812212
Yellowstone National Park,2013,8,73.27899999999998,44.427963,-110.588455,725136
Yellowstone National Park,2013,9,59.36900000000001,44.427963,-110.588455,557925
Yellowstone National Park,2013,10,43.2590909090909,44.427963,-110.588455,47560
Yellowstone National Park,2013,11,31.809,44.427963,-110.588455,11169
Yellowstone National Park,2013,12,18.393,44.427963,-110.588455,17378
Yellowstone National Park,2014,1,25.252,44.427963,-110.588455,26778
Yellowstone National Park,2014,2,22.826999999999998,44.427963,-110.588455,28233
Yellowstone National Park,2014,3,33.195,44.427963,-110.588455,18778
Yellowstone National Park,2014,4,41.217,44.427963,-110.588455,31356
Yellowstone National Park,2014,5,53.94200000000001,44.427963,-110.588455,310039
Yellowstone National Park,2014,6,57.037,44.427963,-110.588455,669642
Yellowstone National Park,2014,7,71.6381818181818,44.427963,-110.588455,858856
Yellowstone National Park,2014,8,63.697,44.427963,-110.588455,773357
Yellowstone National Park,2014,9,60.68600000000001,44.427963,-110.588455,571764
Yellowstone National Park,2014,10,50.411,44.427963,-110.588455,194804
Yellowstone National Park,2014,11,31.448,44.427963,-110.588455,11537
Yellowstone National Park,2014,12,26.37727272727273,44.427963,-110.588455,18340
Yellowstone National Park,2015,1,28.818,44.427963,-110.588455,28091
Yellowstone National Park,2015,2,33.86222222222222,44.427963,-110.588455,34343
Yellowstone National Park,2015,3,42.55,44.427963,-110.588455,22989
Yellowstone National Park,2015,4,42.972,44.427963,-110.588455,46600
Yellowstone National Park,2015,5,51.338999999999984,44.427963,-110.588455,386064
Yellowstone National Park,2015,6,69.045,44.427963,-110.588455,780768
Yellowstone National Park,2015,7,66.369,44.427963,-110.588455,980702
Yellowstone National Park,2015,8,70.0190909090909,44.427963,-110.588455,854408
Yellowstone National Park,2015,9,61.41,44.427963,-110.588455,680213
Yellowstone National Park,2015,10,50.108999999999995,44.427963,-110.588455,252013
Yellowstone National Park,2015,11,27.543000000000006,44.427963,-110.588455,11049
Yellowstone National Park,2015,12,20.817,44.427963,-110.588455,20470
Yellowstone National Park,2016,1,25.69272727272728,44.427963,-110.588455,30621
Yellowstone National Park,2016,2,32.03111111111111,44.427963,-110.588455,36327
Yellowstone National Park,2016,3,35.13545454545454,44.427963,-110.588455,22924
Yellowstone National Park,2016,4,46.53100000000001,44.427963,-110.588455,59253
Yellowstone National Park,2016,5,51.537,44.427963,-110.588455,444630
Yellowstone National Park,2016,6,68.836,44.427963,-110.588455,838316
Yellowstone National Park,2016,7,70.28200000000001,44.427963,-110.588455,995917
Yellowstone National Park,2016,8,70.63545454545455,44.427963,-110.588455,841036
Yellowstone National Park,2016,9,55.25899999999999,44.427963,-110.588455,701754
Yellowstone National Park,2016,10,43.75100000000001,44.427963,-110.588455,242004
Yellowstone National Park,2016,11,39.42,44.427963,-110.588455,24710
Yellowstone National Park,2016,12,15.325,44.427963,-110.588455,19685
Yellowstone National Park,2017,1,18.183636363636364,44.427963,-110.588455,29518
Yellowstone National Park,2017,2,29.991111111111113,44.427963,-110.588455,32275
Yellowstone National Park,2017,3,38.00400000000001,44.427963,-110.588455,23897
Yellowstone National Park,2017,4,42.94600000000001,44.427963,-110.588455,45160
Yellowstone National Park,2017,5,52.70272727272727,44.427963,-110.588455,419635
Yellowstone National Park,2017,6,62.112,44.427963,-110.588455,803652
Yellowstone National Park,2017,7,74.38,44.427963,-110.588455,962404
Yellowstone National Park,2017,8,69.315,44.427963,-110.588455,916166
Yellowstone National Park,2017,9,55.993,44.427963,-110.588455,640068
Yellowstone National Park,2017,10,44.58090909090909,44.427963,-110.588455,211987
Yellowstone National Park,2017,11,31.498,44.427963,-110.588455,10468
Yellowstone National Park,2017,12,24.506999999999998,44.427963,-110.588455,21294
Yellowstone National Park,2018,1,26.78,44.427963,-110.588455,29179
Yellowstone National Park,2018,2,21.307,44.427963,-110.588455,34263
Yellowstone National Park,2018,3,32.326,44.427963,-110.588455,22741
Yellowstone National Park,2018,4,40.243,44.427963,-110.588455,37766
Yellowstone National Park,2018,5,54.398,44.427963,-110.588455,446875
Yellowstone National Park,2018,6,59.992,44.427963,-110.588455,810884
Yellowstone National Park,2018,7,73.64818181818181,44.427963,-110.588455,940563
Yellowstone National Park,2018,8,69.03300000000002,44.427963,-110.588455,813970
Yellowstone National Park,2018,9,62.75000000000002,44.427963,-110.588455,724454
Yellowstone National Park,2018,10,45.040000000000006,44.427963,-110.588455,218076
Yellowstone National Park,2018,11,29.704999999999995,44.427963,-110.588455,13849
Yellowstone National Park,2018,12,21.31090909090909,44.427963,-110.588455,22380
Yosemite National Park,2009,1,42.03545454545454,37.8651011,-119.5383294,101984
Yosemite National Park,2009,2,34.846666666666664,37.8651011,-119.5383294,78795
Yosemite National Park,2009,3,40.60699999999999,37.8651011,-119.5383294,132711
Yosemite National Park,2009,4,46.93899999999999,37.8651011,-119.5383294,230828
Yosemite National Park,2009,5,57.91000000000001,37.8651011,-119.5383294,399683
Yosemite National Park,2009,6,57.293000000000006,37.8651011,-119.5383294,483382
Yosemite National Park,2009,7,71.264,37.8651011,-119.5383294,586591
Yosemite National Park,2009,8,68.214,37.8651011,-119.5383294,643300
Yosemite National Park,2009,9,69.196,37.8651011,-119.5383294,471530
Yosemite National Park,2009,10,48.21727272727273,37.8651011,-119.5383294,346826
Yosemite National Park,2009,11,43.977,37.8651011,-119.5383294,151297
Yosemite National Park,2009,12,33.431999999999995,37.8651011,-119.5383294,110545
Yosemite National Park,2010,1,37.333,37.8651011,-119.5383294,96089
Yosemite National Park,2010,2,38.847,37.8651011,-119.5383294,100379
Yosemite National Park,2010,3,40.08900000000001,37.8651011,-119.5383294,149651
Yosemite National Park,2010,4,41.14200000000001,37.8651011,-119.5383294,224461
Yosemite National Park,2010,5,45.66,37.8651011,-119.5383294,382414
Yosemite National Park,2010,6,59.501999999999995,37.8651011,-119.5383294,521059
Yosemite National Park,2010,7,70.57363636363638,37.8651011,-119.5383294,643566
Yosemite National Park,2010,8,68.303,37.8651011,-119.5383294,659857
Yosemite National Park,2010,9,66.52199999999999,37.8651011,-119.5383294,520210
Yosemite National Park,2010,10,50.922,37.8651011,-119.5383294,356370
Yosemite National Park,2010,11,40.268,37.8651011,-119.5383294,148459
Yosemite National Park,2010,12,36.56727272727272,37.8651011,-119.5383294,98893
Yosemite National Park,2011,1,41.50299999999999,37.8651011,-119.5383294,100718
Yosemite National Park,2011,2,32.06777777777777,37.8651011,-119.5383294,93588
Yosemite National Park,2011,3,38.49818181818182,37.8651011,-119.5383294,100433
Yosemite National Park,2011,4,44.26,37.8651011,-119.5383294,231372
Yosemite National Park,2011,5,46.68,37.8651011,-119.5383294,356588
Yosemite National Park,2011,6,58.151,37.8651011,-119.5383294,503741
Yosemite National Park,2011,7,68.843,37.8651011,-119.5383294,704553
Yosemite National Park,2011,8,69.99636363636365,37.8651011,-119.5383294,699749
Yosemite National Park,2011,9,66.18299999999999,37.8651011,-119.5383294,533502
Yosemite National Park,2011,10,55.539,37.8651011,-119.5383294,360449
Yosemite National Park,2011,11,42.077,37.8651011,-119.5383294,139079
Yosemite National Park,2011,12,39.61900000000001,37.8651011,-119.5383294,127621
Yosemite National Park,2012,1,42.9209090909091,37.8651011,-119.5383294,120496
Yosemite National Park,2012,2,39.106666666666655,37.8651011,-119.5383294,113341
Yosemite National Park,2012,3,37.57545454545455,37.8651011,-119.5383294,136687
Yosemite National Park,2012,4,50.676,37.8651011,-119.5383294,243102
Yosemite National Park,2012,5,57.852,37.8651011,-119.5383294,356500
Yosemite National Park,2012,6,63.077,37.8651011,-119.5383294,528186
Yosemite National Park,2012,7,70.498,37.8651011,-119.5383294,623101
Yosemite National Park,2012,8,73.0109090909091,37.8651011,-119.5383294,660118
Yosemite National Park,2012,9,69.388,37.8651011,-119.5383294,482004
Yosemite National Park,2012,10,55.34,37.8651011,-119.5383294,322687
Yosemite National Park,2012,11,45.212,37.8651011,-119.5383294,141868
Yosemite National Park,2012,12,31.468000000000004,37.8651011,-119.5383294,125314
Yosemite National Park,2013,1,36.972727272727276,37.8651011,-119.5383294,103910
Yosemite National Park,2013,2,40.29,37.8651011,-119.5383294,114440
Yosemite National Park,2013,3,46.68,37.8651011,-119.5383294,165409
Yosemite National Park,2013,4,50.065,37.8651011,-119.5383294,231178
Yosemite National Park,2013,5,54.62,37.8651011,-119.5383294,370422
Yosemite National Park,2013,6,66.70700000000001,37.8651011,-119.5383294,508941
Yosemite National Park,2013,7,73.49000000000002,37.8651011,-119.5383294,611538
Yosemite National Park,2013,8,70.042,37.8651011,-119.5383294,552137
Yosemite National Park,2013,9,63.867,37.8651011,-119.5383294,460855
Yosemite National Park,2013,10,52.222727272727276,37.8651011,-119.5383294,279526
Yosemite National Park,2013,11,45.306999999999995,37.8651011,-119.5383294,161356
Yosemite National Park,2013,12,42.205,37.8651011,-119.5383294,131479
Yosemite National Park,2014,1,46.026,37.8651011,-119.5383294,112133
Yosemite National Park,2014,2,40.083,37.8651011,-119.5383294,113403
Yosemite National Park,2014,3,44.347,37.8651011,-119.5383294,146750
Yosemite National Park,2014,4,50.617,37.8651011,-119.5383294,242722
Yosemite National Park,2014,5,55.174,37.8651011,-119.5383294,333308
Yosemite National Park,2014,6,65.779,37.8651011,-119.5383294,496363
Yosemite National Park,2014,7,71.78181818181817,37.8651011,-119.5383294,623663
Yosemite National Park,2014,8,68.283,37.8651011,-119.5383294,654157
Yosemite National Park,2014,9,65.93299999999999,37.8651011,-119.5383294,467205
Yosemite National Park,2014,10,60.56800000000001,37.8651011,-119.5383294,354769
Yosemite National Park,2014,11,46.06700000000001,37.8651011,-119.5383294,203678
Yosemite National Park,2014,12,36.35,37.8651011,-119.5383294,134491
Yosemite National Park,2015,1,44.276,37.8651011,-119.5383294,128318
Yosemite National Park,2015,2,47.63555555555556,37.8651011,-119.5383294,135316
Yosemite National Park,2015,3,50.44636363636364,37.8651011,-119.5383294,194667
Yosemite National Park,2015,4,49.956,37.8651011,-119.5383294,281328
Yosemite National Park,2015,5,49.986,37.8651011,-119.5383294,408121
Yosemite National Park,2015,6,68.899,37.8651011,-119.5383294,545231
Yosemite National Park,2015,7,67.35800000000002,37.8651011,-119.5383294,626009
Yosemite National Park,2015,8,71.70909090909089,37.8651011,-119.5383294,636936
Yosemite National Park,2015,9,66.42999999999999,37.8651011,-119.5383294,527402
Yosemite National Park,2015,10,57.104,37.8651011,-119.5383294,357223
Yosemite National Park,2015,11,39.858,37.8651011,-119.5383294,169425
Yosemite National Park,2015,12,32.709,37.8651011,-119.5383294,140241
Yosemite National Park,2016,1,31.982727272727274,37.8651011,-119.5383294,139780
Yosemite National Park,2016,2,47.31,37.8651011,-119.5383294,201601
Yosemite National Park,2016,3,42.5309090909091,37.8651011,-119.5383294,286990
Yosemite National Park,2016,4,48.75400000000001,37.8651011,-119.5383294,305092
Yosemite National Park,2016,5,52.89,37.8651011,-119.5383294,457309
Yosemite National Park,2016,6,67.36499999999998,37.8651011,-119.5383294,703614
Yosemite National Park,2016,7,73.40299999999998,37.8651011,-119.5383294,780728
Yosemite National Park,2016,8,72.70636363636362,37.8651011,-119.5383294,692450
Yosemite National Park,2016,9,64.482,37.8651011,-119.5383294,598428
Yosemite National Park,2016,10,50.24,37.8651011,-119.5383294,483232
Yosemite National Park,2016,11,45.65,37.8651011,-119.5383294,218998
Yosemite National Park,2016,12,36.712,37.8651011,-119.5383294,160646
Yosemite National Park,2017,1,31.67636363636364,37.8651011,-119.5383294,120025
Yosemite National Park,2017,2,33.53,37.8651011,-119.5383294,119421
Yosemite National Park,2017,3,46.63800000000001,37.8651011,-119.5383294,166793
Yosemite National Park,2017,4,45.518,37.8651011,-119.5383294,302553
Yosemite National Park,2017,5,54.92454545454545,37.8651011,-119.5383294,471844
Yosemite National Park,2017,6,66.523,37.8651011,-119.5383294,565702
Yosemite National Park,2017,7,73.869,37.8651011,-119.5383294,633351
Yosemite National Park,2017,8,71.691,37.8651011,-119.5383294,615892
Yosemite National Park,2017,9,61.992,37.8651011,-119.5383294,566279
Yosemite National Park,2017,10,60.33454545454545,37.8651011,-119.5383294,429827
Yosemite National Park,2017,11,45.02200000000001,37.8651011,-119.5383294,217927
Yosemite National Park,2017,12,45.45399999999999,37.8651011,-119.5383294,127276
Yosemite National Park,2018,1,42.846000000000004,37.8651011,-119.5383294,129432
Yosemite National Park,2018,2,39.040000000000006,37.8651011,-119.5383294,143321
Yosemite National Park,2018,3,38.917,37.8651011,-119.5383294,170681
Yosemite National Park,2018,4,50.977,37.8651011,-119.5383294,278349
Yosemite National Park,2018,5,55.362,37.8651011,-119.5383294,385670
Yosemite National Park,2018,6,67.988,37.8651011,-119.5383294,543690
Yosemite National Park,2018,7,75.75363636363637,37.8651011,-119.5383294,504230
Yosemite National Park,2018,8,73.008,37.8651011,-119.5383294,441867
Yosemite National Park,2018,9,68.57999999999998,37.8651011,-119.5383294,524387
Yosemite National Park,2018,10,54.992222222222225,37.8651011,-119.5383294,360776
Yosemite National Park,2018,11,48.72700000000001,37.8651011,-119.5383294,215854
Yosemite National Park,2018,12,36.05363636363636,37.8651011,-119.5383294,311179
Zion National Park,2009,1,45.03636363636363,37.29820220000001,-113.0263005,60204
Zion National Park,2009,2,42.64111111111111,37.29820220000001,-113.0263005,62964
Zion National Park,2009,3,51.79699999999999,37.29820220000001,-113.0263005,167246
Zion National Park,2009,4,54.51300000000001,37.29820220000001,-113.0263005,271709
Zion National Park,2009,5,70.38363636363638,37.29820220000001,-113.0263005,296330
Zion National Park,2009,6,72.554,37.29820220000001,-113.0263005,366004
Zion National Park,2009,7,84.24799999999998,37.29820220000001,-113.0263005,368933
Zion National Park,2009,8,81.74199999999998,37.29820220000001,-113.0263005,372157
Zion National Park,2009,9,76.65599999999998,37.29820220000001,-113.0263005,306161
Zion National Park,2009,10,56.89818181818182,37.29820220000001,-113.0263005,265095
Zion National Park,2009,11,53.417,37.29820220000001,-113.0263005,132998
Zion National Park,2009,12,35.23699999999999,37.29820220000001,-113.0263005,65601
Zion National Park,2010,1,42.844,37.29820220000001,-113.0263005,54928
Zion National Park,2010,2,41.91700000000001,37.29820220000001,-113.0263005,62099
Zion National Park,2010,3,50.805,37.29820220000001,-113.0263005,171079
Zion National Park,2010,4,54.75,37.29820220000001,-113.0263005,277599
Zion National Park,2010,5,59.149,37.29820220000001,-113.0263005,304278
Zion National Park,2010,6,76.91,37.29820220000001,-113.0263005,331185
Zion National Park,2010,7,84.23363636363636,37.29820220000001,-113.0263005,362881
Zion National Park,2010,8,81.572,37.29820220000001,-113.0263005,332796
Zion National Park,2010,9,80.14899999999999,37.29820220000001,-113.0263005,319838
Zion National Park,2010,10,61.372,37.29820220000001,-113.0263005,236316
Zion National Park,2010,11,46.72,37.29820220000001,-113.0263005,143272
Zion National Park,2010,12,43.73454545454546,37.29820220000001,-113.0263005,69701
Zion National Park,2011,1,43.786,37.29820220000001,-113.0263005,64524
Zion National Park,2011,2,38.1,37.29820220000001,-113.0263005,67801
Zion National Park,2011,3,50.01090909090909,37.29820220000001,-113.0263005,164037
Zion National Park,2011,4,51.349,37.29820220000001,-113.0263005,255813
Zion National Park,2011,5,60.64100000000001,37.29820220000001,-113.0263005,325089
Zion National Park,2011,6,75.92399999999998,37.29820220000001,-113.0263005,376453
Zion National Park,2011,7,81.92800000000003,37.29820220000001,-113.0263005,391144
Zion National Park,2011,8,85.51181818181819,37.29820220000001,-113.0263005,360196
Zion National Park,2011,9,76.38399999999999,37.29820220000001,-113.0263005,324727
Zion National Park,2011,10,63.052,37.29820220000001,-113.0263005,273876
Zion National Park,2011,11,47.422,37.29820220000001,-113.0263005,145158
Zion National Park,2011,12,39.70500000000001,37.29820220000001,-113.0263005,76687
Zion National Park,2012,1,45.80272727272728,37.29820220000001,-113.0263005,68202
Zion National Park,2012,2,42.82,37.29820220000001,-113.0263005,74382
Zion National Park,2012,3,53.21909090909091,37.29820220000001,-113.0263005,165242
Zion National Park,2012,4,61.355,37.29820220000001,-113.0263005,352192
Zion National Park,2012,5,72.06199999999998,37.29820220000001,-113.0263005,343488
Zion National Park,2012,6,82.58800000000002,37.29820220000001,-113.0263005,370280
Zion National Park,2012,7,83.08099999999997,37.29820220000001,-113.0263005,392359
Zion National Park,2012,8,82.19454545454545,37.29820220000001,-113.0263005,364857
Zion National Park,2012,9,77.45,37.29820220000001,-113.0263005,355140
Zion National Park,2012,10,63.399,37.29820220000001,-113.0263005,276134
Zion National Park,2012,11,54.387,37.29820220000001,-113.0263005,140350
Zion National Park,2012,12,40.510999999999996,37.29820220000001,-113.0263005,70981
Zion National Park,2013,1,38.09090909090909,37.29820220000001,-113.0263005,56972
Zion National Park,2013,2,39.53333333333333,37.29820220000001,-113.0263005,64994
Zion National Park,2013,3,55.053999999999995,37.29820220000001,-113.0263005,227899
Zion National Park,2013,4,59.84,37.29820220000001,-113.0263005,292765
Zion National Park,2013,5,67.69000000000001,37.29820220000001,-113.0263005,313594
Zion National Park,2013,6,84.822,37.29820220000001,-113.0263005,367217
Zion National Park,2013,7,84.17299999999999,37.29820220000001,-113.0263005,379129
Zion National Park,2013,8,81.25699999999998,37.29820220000001,-113.0263005,345014
Zion National Park,2013,9,70.191,37.29820220000001,-113.0263005,339593
Zion National Park,2013,10,57.57454545454545,37.29820220000001,-113.0263005,203056
Zion National Park,2013,11,51.593999999999994,37.29820220000001,-113.0263005,141251
Zion National Park,2013,12,40.964,37.29820220000001,-113.0263005,75903
